	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000263571	0	4	2	1	2	3
ENSG00000261156	0	1	0	0	0	0
ENSG00000265501	0	1	0	0	0	0
ENSG00000108691	6	0	5	2	2	0
ENSG00000181374	0	1	0	0	0	0
ENSG00000108702	4	17	18	0	7	7
ENSG00000197322	0	2	1	0	1	2
ENSG00000181291	3	30	9	1	29	23
ENSG00000132141	17	25	25	21	24	30
ENSG00000198783	864	882	1078	558	744	638
ENSG00000005156	2077	2475	2062	1498	1944	2172
ENSG00000224113	156	156	79	125	135	189
ENSG00000092871	292	528	351	191	413	440
ENSG00000267618	0	1	0	0	0	0
ENSG00000267457	0	0	1	0	0	0
ENSG00000253084	3	5	2	1	4	9
ENSG00000252328	4	7	2	3	3	3
ENSG00000185379	557	537	426	471	525	500
ENSG00000073598	11	16	4	13	19	11
ENSG00000073536	1437	1689	1462	1153	1423	1180
ENSG00000141161	6	7	4	12	7	10
ENSG00000267744	0	0	0	1	0	1
ENSG00000164729	0	0	0	1	0	0
ENSG00000266947	70	68	107	64	107	141
ENSG00000166750	2220	2077	1132	5365	6880	8954
ENSG00000267364	6	1	5	18	11	7
ENSG00000172716	2387	2560	1959	1978	2309	2311
ENSG00000267315	0	0	0	0	1	1
ENSG00000267745	1	0	1	2	1	2
ENSG00000267648	0	1	0	0	0	1
ENSG00000267102	0	0	1	0	2	2
ENSG00000172123	7	3	8	4	14	9
ENSG00000154760	12	34	15	16	18	21
ENSG00000267312	1	1	1	1	0	0
ENSG00000205045	20	4	2	9	3	4
ENSG00000267554	3	0	1	2	0	0
ENSG00000267046	3	1	0	0	1	3
ENSG00000267369	2	3	1	0	1	3
ENSG00000267074	0	0	2	2	1	1
ENSG00000255987	0	4	2	2	1	2
ENSG00000267035	1	0	0	0	0	0
ENSG00000236320	3	2	1	2	0	5
ENSG00000267359	0	0	1	0	0	1
ENSG00000242660	1	0	3	1	0	0
ENSG00000267321	197	189	235	134	127	151
ENSG00000207297	5	2	0	1	5	3
ENSG00000108733	321	273	317	242	253	249
ENSG00000006125	8849	9363	6442	7712	8346	8901
ENSG00000267592	1	4	1	3	2	2
ENSG00000267003	5	2	0	2	5	5
ENSG00000141150	707	517	363	447	450	355
ENSG00000132139	1	0	2	0	1	0
ENSG00000129270	6	26	38	21	29	42
ENSG00000266911	0	0	1	0	0	1
ENSG00000154768	0	0	0	0	2	4
ENSG00000267578	0	0	0	1	0	0
ENSG00000172660	8400	8450	6565	5630	6088	5592
ENSG00000267025	33	40	22	25	31	61
ENSG00000267347	1	3	0	3	0	2
ENSG00000172653	0	0	0	1	1	2
ENSG00000267326	0	2	4	1	2	0
ENSG00000237805	2	2	2	3	1	3
ENSG00000161570	1	1	0	5	5	5
ENSG00000223255	1	0	0	0	0	2
ENSG00000266999	133	184	54	172	225	260
ENSG00000266972	114	135	25	102	140	194
ENSG00000187456	398	399	461	205	251	258
ENSG00000006074	0	0	0	0	1	0
ENSG00000161583	0	0	1	0	0	0
ENSG00000108278	1066	1152	1306	879	1004	961
ENSG00000141140	2001	1550	1173	1201	1270	1139
ENSG00000184886	484	371	277	242	170	138
ENSG00000005955	2333	3045	2728	2176	2868	2998
ENSG00000236002	6	8	8	1	4	11
ENSG00000108272	494	524	457	312	424	332
ENSG00000129282	574	429	428	314	233	188
ENSG00000267067	4	2	1	0	1	0
ENSG00000267785	2	3	5	0	1	3
ENSG00000255509	8	3	1	25	8	13
ENSG00000132130	20	4	4	43	30	29
ENSG00000272191	0	0	0	0	1	0
ENSG00000108270	1981	1815	1711	1566	1673	1523
ENSG00000267306	0	0	1	0	0	1
ENSG00000267798	3	2	1	1	0	2
ENSG00000267479	0	0	0	0	0	1
ENSG00000266895	0	0	0	0	1	1
ENSG00000132142	5660	5028	2702	3677	2885	2933
ENSG00000239581	0	5	1	0	1	0
ENSG00000254982	3	2	7	0	1	0
ENSG00000167230	3	2	2	1	2	1
ENSG00000266942	2	5	1	3	2	0
ENSG00000108264	1134	1085	1055	959	978	1030
ENSG00000267613	1	1	0	2	1	1
ENSG00000267562	1	2	0	0	0	1
ENSG00000161326	559	577	544	468	590	488
ENSG00000006114	2586	3942	2582	3019	4466	5460
ENSG00000141141	2460	2395	1770	1908	2132	2124
ENSG00000267668	3	6	3	1	1	1
ENSG00000267380	0	0	1	1	0	0
ENSG00000108753	1	5	1	2	0	1
ENSG00000267671	1	0	0	1	0	1
ENSG00000185128	13	20	8	7	12	22
ENSG00000197681	4	7	0	1	4	3
ENSG00000174093	270	277	185	165	247	286
ENSG00000174100	1987	2211	2209	1473	1709	1341
ENSG00000188888	10	15	10	11	26	24
ENSG00000174111	645	847	396	625	915	1001
ENSG00000225485	552	826	506	532	925	931
ENSG00000017373	37	81	66	23	96	82
ENSG00000265130	0	0	0	0	0	1
ENSG00000179294	1632	1836	1729	1525	2092	1945
ENSG00000265930	1	2	0	0	0	0
ENSG00000261005	145	157	244	117	175	168
ENSG00000266040	5	4	2	2	3	5
ENSG00000108292	5419	6170	4517	4928	7502	9764
ENSG00000263975	2	1	0	2	3	1
ENSG00000230055	990	1027	1285	678	930	695
ENSG00000200115	0	0	1	1	0	0
ENSG00000056661	930	1059	837	714	1062	1313
ENSG00000227450	14	16	28	2	14	16
ENSG00000108294	3485	3562	5571	2639	3027	2769
ENSG00000141720	4036	4128	3094	3081	3876	4046
ENSG00000108296	1092	1105	1167	821	912	950
ENSG00000263791	0	0	0	1	0	0
ENSG00000125691	14175	19292	21295	11678	15569	12508
ENSG00000244086	0	0	0	1	0	1
ENSG00000002834	5136	6306	5204	5548	8577	9557
ENSG00000263466	3	3	2	0	4	3
ENSG00000263874	22	16	27	22	29	32
ENSG00000204952	5	15	7	2	3	3
ENSG00000266588	0	2	3	1	0	1
ENSG00000266013	0	0	0	0	1	0
ENSG00000214553	2	3	4	3	3	0
ENSG00000263818	26	29	24	17	23	38
ENSG00000161381	29	49	41	18	61	73
ENSG00000141748	9	29	18	6	27	15
ENSG00000266101	0	0	0	0	0	1
ENSG00000067191	469	511	429	355	571	671
ENSG00000108298	21400	26553	30099	15156	20213	16560
ENSG00000141750	15	66	41	9	108	81
ENSG00000265460	0	3	0	3	1	3
ENSG00000266753	123	119	183	96	151	206
ENSG00000108306	476	491	249	413	491	558
ENSG00000266469	769	826	454	483	577	618
ENSG00000125686	4696	5040	2274	3640	3827	3991
ENSG00000167258	4656	4481	2495	3592	4248	4340
ENSG00000223091	1	0	0	0	0	0
ENSG00000171532	0	3	0	0	0	0
ENSG00000214546	0	4	0	2	1	2
ENSG00000131771	10	5	10	6	3	5
ENSG00000131748	1358	1551	1781	1294	1788	1845
ENSG00000173991	32	38	52	25	42	47
ENSG00000141744	0	1	0	1	0	1
ENSG00000161395	86	103	123	108	121	139
ENSG00000141736	153	139	155	197	263	293
ENSG00000141741	957	920	1173	751	1091	842
ENSG00000141738	1	1	3	0	2	3
ENSG00000264198	312	239	154	303	190	203
ENSG00000161405	158	100	41	129	97	107
ENSG00000264663	0	2	3	0	0	0
ENSG00000186075	2	6	7	0	2	0
ENSG00000073605	396	411	325	281	357	455
ENSG00000172057	1669	2291	2485	1594	2809	2857
ENSG00000264968	4	5	4	8	9	11
ENSG00000204913	1	0	0	0	0	1
ENSG00000167914	4	3	2	12	5	5
ENSG00000108344	3770	3595	3210	2611	3138	2714
ENSG00000265799	0	0	0	0	1	1
ENSG00000108342	1	0	0	1	0	0
ENSG00000008838	2255	2390	2128	1726	2010	2232
ENSG00000238793	1	4	1	0	2	3
ENSG00000126351	989	1159	843	825	1257	1243
ENSG00000126368	397	474	437	281	336	354
ENSG00000188895	4169	5048	4301	2859	4320	4415
ENSG00000108349	3678	4193	3414	2992	3923	4214
ENSG00000221555	0	0	1	1	0	0
ENSG00000108352	404	322	329	270	239	268
ENSG00000171475	1593	1729	1258	1507	1827	2153
ENSG00000094804	3485	2772	2327	2635	2597	2116
ENSG00000270145	45	43	39	28	47	43
ENSG00000131759	269	336	236	179	348	361
ENSG00000265666	21	33	33	14	27	45
ENSG00000266208	45	54	70	58	96	87
ENSG00000183153	3	5	5	2	5	6
ENSG00000264655	0	0	0	0	0	1
ENSG00000252618	0	1	0	0	0	0
ENSG00000131747	27678	36213	28743	22936	37719	44783
ENSG00000222881	14	11	4	10	5	9
ENSG00000240125	0	1	0	0	0	0
ENSG00000141753	4	15	13	3	16	35
ENSG00000131746	18	33	23	8	33	26
ENSG00000266088	7	75	104	18	127	166
ENSG00000126353	27	40	38	40	142	192
ENSG00000073584	2836	3227	3395	2781	3798	4554
ENSG00000264058	63	88	81	49	48	62
ENSG00000213424	0	1	1	1	1	0
ENSG00000224244	1	0	1	0	0	1
ENSG00000171446	0	0	1	0	0	0
ENSG00000186395	581	416	494	493	396	425
ENSG00000167920	276	234	195	375	314	323
ENSG00000187242	2	1	0	1	1	2
ENSG00000171431	0	1	0	0	0	0
ENSG00000234477	0	1	0	0	0	0
ENSG00000196859	0	0	0	1	3	3
ENSG00000198443	0	0	0	1	0	0
ENSG00000171346	0	3	0	0	0	0
ENSG00000186847	0	0	0	0	1	1
ENSG00000173801	887	357	367	866	789	807
ENSG00000173812	11327	15330	15873	9390	12445	10866
ENSG00000173805	2	0	1	0	1	6
ENSG00000141696	226	286	306	273	346	318
ENSG00000141756	57	15	27	40	32	34
ENSG00000141698	1905	1982	2020	1977	2170	2011
ENSG00000161594	1	2	2	3	2	3
ENSG00000259623	597	394	623	325	451	564
ENSG00000178502	448	325	202	354	295	451
ENSG00000131473	15717	14745	11257	9776	11755	12067
ENSG00000204815	46	43	49	32	31	34
ENSG00000173786	3171	3441	3039	2405	3320	3176
ENSG00000168259	2672	2765	2643	2201	2489	2476
ENSG00000168256	1329	1496	1100	1203	1610	1557
ENSG00000187595	49	93	75	24	59	41
ENSG00000270010	5	10	6	2	11	4
ENSG00000267221	22	26	16	15	20	15
ENSG00000108771	344	472	473	313	468	443
ENSG00000108773	2275	2562	2372	1568	1831	1562
ENSG00000197723	12	5	8	12	1	11
ENSG00000108774	1505	1447	1377	1269	1570	1543
ENSG00000267658	5	1	0	1	2	3
ENSG00000089558	24	26	16	6	6	4
ENSG00000161610	0	4	2	5	0	0
ENSG00000167925	483	550	535	406	479	390
ENSG00000173757	3240	4773	4328	2844	4302	5189
ENSG00000267758	6	5	0	6	2	6
ENSG00000236194	11	20	12	15	10	17
ENSG00000126561	958	3247	3472	937	3751	3013
ENSG00000168610	3489	4420	3503	4101	5877	6536
ENSG00000177469	15	21	12	15	12	12
ENSG00000033627	1046	1047	652	479	589	650
ENSG00000264314	0	0	0	0	0	1
ENSG00000267222	2	1	1	0	0	0
ENSG00000267632	1	4	0	2	0	2
ENSG00000265611	0	1	1	0	0	0
ENSG00000267185	57	71	33	36	43	52
ENSG00000108784	154	175	228	107	128	128
ENSG00000108785	68	94	89	33	83	98
ENSG00000108786	112	123	90	61	80	99
ENSG00000266962	115	164	176	80	173	149
ENSG00000068120	3155	2661	2493	1916	1815	1663
ENSG00000108788	1921	1940	1627	1386	1607	1548
ENSG00000131470	567	459	378	464	450	357
ENSG00000141699	1212	1636	1663	1275	1870	2259
ENSG00000131462	3027	2919	2887	2238	2504	2332
ENSG00000037042	547	433	397	453	514	495
ENSG00000068137	113	103	140	134	222	222
ENSG00000184451	7	10	11	11	11	18
ENSG00000267042	0	1	0	0	0	0
ENSG00000108797	65	59	31	59	71	135
ENSG00000267765	0	0	0	0	2	0
ENSG00000108799	1137	1222	1031	861	1100	1040
ENSG00000214578	2	1	2	3	0	1
ENSG00000197291	0	5	5	0	0	0
ENSG00000131477	3	24	31	7	39	29
ENSG00000131475	1353	1233	1347	1126	1066	1075
ENSG00000126562	69	29	23	30	21	19
ENSG00000183978	304	289	397	222	254	230
ENSG00000176563	13	21	14	15	21	23
ENSG00000126581	2062	1550	1302	1817	1625	1555
ENSG00000131467	6385	5673	4137	5467	4676	4215
ENSG00000131480	58	30	26	31	21	35
ENSG00000131471	22	25	33	14	16	26
ENSG00000260105	1	0	0	0	1	0
ENSG00000213373	0	0	0	0	1	1
ENSG00000266967	92	86	83	58	53	73
ENSG00000108825	4	8	7	8	12	9
ENSG00000267060	115	109	110	66	96	91
ENSG00000267230	2	1	2	1	6	2
ENSG00000198863	849	809	681	712	862	911
ENSG00000200127	5	5	1	1	1	2
ENSG00000131469	11549	13963	15262	8684	10617	8910
ENSG00000068079	297	322	384	309	478	445
ENSG00000108828	13459	15694	15237	14235	20750	19562
ENSG00000108830	276	266	208	299	313	220
ENSG00000012048	5088	5070	2582	4194	4897	4780
ENSG00000240828	2	2	6	1	5	2
ENSG00000198496	212	235	161	157	246	238
ENSG00000267681	16	13	10	10	10	10
ENSG00000267002	105	115	53	79	88	106
ENSG00000267595	8	4	2	8	6	6
ENSG00000267340	5	7	0	8	9	3
ENSG00000188554	2325	3357	2713	2261	3310	3472
ENSG00000184988	240	246	158	239	306	340
ENSG00000236383	46	39	19	50	67	121
ENSG00000188825	44	57	30	66	88	88
ENSG00000175906	91	130	144	74	128	115
ENSG00000267151	0	0	0	0	1	0
ENSG00000237888	1	0	0	0	0	0
ENSG00000067596	2949	3379	2868	2623	3490	3715
ENSG00000175832	6	15	14	2	12	14
ENSG00000267747	0	1	0	1	0	0
ENSG00000005102	0	0	1	0	0	0
ENSG00000267253	5	1	1	2	1	2
ENSG00000108861	1041	966	661	684	759	637
ENSG00000231256	1	0	1	0	0	0
ENSG00000161647	43	32	20	37	30	34
ENSG00000161649	1	0	0	0	0	1
ENSG00000108852	842	827	618	755	863	740
ENSG00000267166	0	0	0	0	1	0
ENSG00000267420	0	0	0	1	0	0
ENSG00000261514	1	1	1	2	0	2
ENSG00000108849	0	0	0	1	0	1
ENSG00000131096	0	0	0	0	1	0
ENSG00000161653	30	29	29	46	69	58
ENSG00000091947	816	879	1203	682	1004	840
ENSG00000221044	0	1	4	1	2	0
ENSG00000161654	572	428	360	288	260	316
ENSG00000141349	1286	1106	1115	823	884	830
ENSG00000108840	390	1009	855	359	1226	1167
ENSG00000267638	2	0	1	2	2	1
ENSG00000125319	437	476	414	380	427	455
ENSG00000161664	59	74	43	98	100	133
ENSG00000267080	272	346	242	289	415	408
ENSG00000168591	604	623	583	572	718	838
ENSG00000087152	2738	2850	2588	2230	3274	3678
ENSG00000267394	9	13	11	11	20	25
ENSG00000108312	6585	6580	5657	5755	6643	6974
ENSG00000260793	107	87	66	18	31	37
ENSG00000267691	0	0	0	1	2	0
ENSG00000004939	0	1	3	1	1	0
ENSG00000239702	0	0	0	0	0	1
ENSG00000267750	106	75	51	125	95	97
ENSG00000252628	0	0	0	0	0	1
ENSG00000108309	95	77	66	73	116	111
ENSG00000013306	3854	3226	3427	2691	2586	2420
ENSG00000030582	1723	2150	1946	1658	2494	2251
ENSG00000161682	340	524	559	451	1013	1016
ENSG00000267634	0	1	0	0	0	0
ENSG00000005961	41	61	45	37	53	41
ENSG00000186566	3069	3020	1544	2166	2536	2909
ENSG00000180340	245	400	417	210	512	540
ENSG00000180336	32	30	22	15	23	34
ENSG00000180329	1658	1580	1407	1127	1155	1173
ENSG00000267160	8	8	8	5	13	6
ENSG00000161692	1097	1163	927	988	1314	1468
ENSG00000240305	4	2	1	2	0	1
ENSG00000073670	112	239	209	94	300	249
ENSG00000267505	1	3	1	3	2	3
ENSG00000267405	1	1	2	0	1	4
ENSG00000182963	1416	2101	1570	1281	2409	3059
ENSG00000131097	17	11	7	9	10	9
ENSG00000108883	6502	6846	5423	4040	4804	4258
ENSG00000264540	1	1	2	0	0	0
ENSG00000167131	1	2	0	0	0	0
ENSG00000131095	22	6	6	14	15	12
ENSG00000186185	2802	2849	2561	2121	3065	3787
ENSG00000267334	0	0	0	0	1	0
ENSG00000131094	243	337	328	103	259	171
ENSG00000172992	1201	1056	1008	871	1044	1088
ENSG00000136448	4128	4428	3849	3173	3946	4053
ENSG00000200888	1	0	0	0	2	0
ENSG00000161714	309	380	269	393	664	559
ENSG00000181513	293	344	316	274	352	363
ENSG00000186834	2032	2308	2290	1567	2316	2451
ENSG00000224505	5	6	1	3	4	15
ENSG00000168517	83	86	91	81	138	126
ENSG00000267288	7	9	7	4	11	19
ENSG00000267121	234	289	392	195	450	579
ENSG00000184922	3729	3159	3552	4700	6348	9777
ENSG00000233175	36	23	18	20	18	54
ENSG00000233483	24	24	15	15	21	37
ENSG00000267278	146	201	166	110	252	309
ENSG00000184361	12	17	14	20	23	33
ENSG00000006062	281	377	296	273	414	496
ENSG00000199953	0	0	0	0	1	0
ENSG00000159314	1663	1902	1728	1697	2264	2373
ENSG00000267344	10	20	14	18	14	29
ENSG00000225190	723	1040	747	787	1203	1189
ENSG00000236234	2	2	2	1	0	3
ENSG00000214425	211	322	184	206	316	436
ENSG00000131484	5	10	6	7	13	11
ENSG00000265821	0	1	0	0	0	0
ENSG00000266918	1	0	0	1	0	1
ENSG00000267198	1	3	4	0	2	1
ENSG00000267246	9	9	5	7	11	23
ENSG00000264070	63	69	98	62	68	82
ENSG00000263503	9	7	7	10	15	8
ENSG00000204652	0	5	1	0	0	0
ENSG00000204650	917	1064	1098	780	1012	1171
ENSG00000120088	2	0	4	0	0	3
ENSG00000265964	0	0	0	0	0	1
ENSG00000264589	0	0	1	0	0	0
ENSG00000186868	204	642	400	199	687	713
ENSG00000256762	0	0	0	2	1	0
ENSG00000120071	3016	3084	1876	3076	3581	3995
ENSG00000262372	8	8	8	5	5	11
ENSG00000214401	109	184	210	89	122	121
ENSG00000262500	0	1	1	0	3	4
ENSG00000262539	62	51	37	76	64	73
ENSG00000261575	19	16	13	8	12	4
ENSG00000228696	21	19	17	7	13	24
ENSG00000176681	24	21	14	27	37	20
ENSG00000260075	4	0	2	3	3	0
ENSG00000238083	166	224	167	155	253	258
ENSG00000185829	66	69	47	34	54	63
ENSG00000232300	4	1	2	0	4	7
ENSG00000073969	1583	1784	1324	1591	1797	1427
ENSG00000213326	24	29	47	8	36	26
ENSG00000108379	396	539	477	271	419	394
ENSG00000158955	0	0	0	0	1	0
ENSG00000262031	0	0	0	0	1	0
ENSG00000261886	6	6	8	3	5	5
ENSG00000210709	0	1	1	4	1	4
ENSG00000108433	673	688	541	697	822	776
ENSG00000179673	12	12	9	4	5	4
ENSG00000263142	119	132	96	119	158	158
ENSG00000262879	221	194	157	164	262	312
ENSG00000004897	6396	6341	4994	4813	6223	6787
ENSG00000239291	2	2	3	1	2	1
ENSG00000262265	1	1	0	1	1	4
ENSG00000261872	1	0	0	2	1	1
ENSG00000198336	26	33	44	34	53	48
ENSG00000259207	135	228	135	85	209	246
ENSG00000238419	2	2	2	0	1	3
ENSG00000263293	2	4	9	0	3	3
ENSG00000178852	98	77	67	62	83	77
ENSG00000253347	2	6	4	3	2	11
ENSG00000228782	97	99	80	66	76	64
ENSG00000141279	2247	1960	1472	1897	1763	1952
ENSG00000263766	9	13	10	8	10	12
ENSG00000108424	18729	18258	11116	12089	12192	11421
ENSG00000198933	294	572	393	282	583	518
ENSG00000073861	6	15	19	11	58	53
ENSG00000006025	606	624	457	475	624	626
ENSG00000159111	1312	1679	1556	980	1452	1247
ENSG00000141294	33	22	22	20	25	48
ENSG00000141295	951	1190	1444	634	821	958
ENSG00000189120	2	8	8	1	12	0
ENSG00000264243	0	0	1	0	1	0
ENSG00000266821	0	0	0	0	3	2
ENSG00000264920	36	33	46	109	109	97
ENSG00000167182	885	667	567	727	822	929
ENSG00000234494	33	37	34	36	48	50
ENSG00000266601	9	3	5	3	2	7
ENSG00000108439	964	1006	812	757	1120	1171
ENSG00000167183	8	5	1	2	8	14
ENSG00000108465	5723	7663	10038	4125	7275	7586
ENSG00000264701	0	0	0	0	0	1
ENSG00000005243	4	2	0	2	0	3
ENSG00000207947	0	1	0	0	0	0
ENSG00000263412	93	87	86	63	54	60
ENSG00000082641	4835	6361	4513	4742	6646	6408
ENSG00000108468	5710	6966	6274	4953	7082	6831
ENSG00000002919	676	665	701	722	629	619
ENSG00000141293	479	641	602	499	610	592
ENSG00000263787	0	0	2	0	0	0
ENSG00000235300	0	2	2	2	0	0
ENSG00000266222	0	0	0	1	0	0
ENSG00000200538	1	0	0	0	0	0
ENSG00000264451	8	7	9	12	29	26
ENSG00000173917	10	4	4	25	11	2
ENSG00000230148	6	2	0	21	4	4
ENSG00000120093	699	743	663	630	1109	1229
ENSG00000233101	1	1	1	0	1	1
ENSG00000239552	1	4	1	6	4	8
ENSG00000182742	461	416	386	419	614	609
ENSG00000257178	2	2	1	2	1	5
ENSG00000120075	3	0	5	3	3	5
ENSG00000108511	15	2	1	1	3	4
ENSG00000260027	270	349	435	352	488	440
ENSG00000120068	9	1	1	7	5	8
ENSG00000170689	34	25	4	9	25	16
ENSG00000242207	0	0	0	1	0	0
ENSG00000272763	0	0	0	2	0	0
ENSG00000242067	1	0	0	0	0	0
ENSG00000229637	0	1	0	0	1	0
ENSG00000159184	90	120	89	92	139	144
ENSG00000170703	2	4	4	1	8	4
ENSG00000244514	2	0	0	1	0	0
ENSG00000136436	2980	3982	3617	3295	4040	4185
ENSG00000248278	126	137	156	105	152	170
ENSG00000159199	1775	1242	1573	1124	814	598
ENSG00000270781	1	0	2	4	2	0
ENSG00000159202	2184	2455	2258	1721	2226	2321
ENSG00000159210	1739	1741	2106	1672	2001	1909
ENSG00000250838	2	3	3	4	4	4
ENSG00000159217	3285	3094	1613	2504	3046	3472
ENSG00000251461	0	1	1	0	0	1
ENSG00000252636	0	0	0	1	0	0
ENSG00000251550	0	8	8	1	16	4
ENSG00000271770	0	1	0	0	0	0
ENSG00000167080	0	3	7	0	2	1
ENSG00000262973	0	3	3	0	0	0
ENSG00000167083	243	217	204	366	397	407
ENSG00000108798	501	460	562	707	1191	1392
ENSG00000173868	31	81	89	44	128	122
ENSG00000177369	0	0	1	0	1	0
ENSG00000198740	1210	1056	892	1185	1049	1374
ENSG00000248714	6	4	1	3	4	5
ENSG00000262039	1	2	4	0	7	4
ENSG00000250948	0	4	0	1	1	0
ENSG00000186244	0	0	0	1	0	0
ENSG00000167085	4806	4303	4716	3272	3030	2135
ENSG00000207127	0	1	0	0	0	0
ENSG00000229944	48	31	38	20	44	27
ENSG00000064300	13	39	26	27	188	301
ENSG00000249906	0	0	0	0	0	1
ENSG00000182575	0	0	1	0	0	0
ENSG00000121067	2268	2491	2389	1660	2087	2078
ENSG00000121073	814	777	929	946	884	1022
ENSG00000250751	1	2	2	1	2	2
ENSG00000121104	866	1707	1337	1044	1882	1621
ENSG00000136504	2092	2315	1565	1704	1904	2030
ENSG00000235183	0	0	2	0	0	1
ENSG00000262837	12	5	6	12	4	13
ENSG00000176358	4	1	2	3	2	3
ENSG00000204584	2	2	0	10	6	7
ENSG00000254039	0	0	0	0	1	0
ENSG00000108813	186	284	205	165	290	250
ENSG00000064195	90	62	49	108	87	69
ENSG00000246640	2	6	4	0	6	0
ENSG00000005884	418	625	513	296	696	687
ENSG00000005882	403	515	422	410	625	643
ENSG00000250282	0	0	0	0	1	1
ENSG00000167100	1	12	14	2	66	85
ENSG00000108819	2233	2696	2289	2610	4205	5002
ENSG00000236472	0	0	0	1	0	2
ENSG00000253730	6	1	1	0	3	5
ENSG00000261959	0	2	0	0	0	0
ENSG00000108821	118	220	95	126	470	401
ENSG00000249406	0	1	0	0	0	0
ENSG00000249838	0	0	1	0	0	0
ENSG00000167105	5	4	3	5	2	1
ENSG00000251179	1	0	0	1	3	1
ENSG00000015532	386	864	847	329	783	758
ENSG00000108826	716	708	988	610	666	638
ENSG00000154920	946	1273	1132	920	1215	1191
ENSG00000108829	6003	5101	4084	4322	3760	3207
ENSG00000206824	1	2	2	3	1	6
ENSG00000253102	0	0	0	1	0	0
ENSG00000167107	536	987	1039	494	1199	1062
ENSG00000136457	8	28	19	7	31	49
ENSG00000136444	2705	2797	2782	1852	1887	1766
ENSG00000136449	90	194	137	84	150	143
ENSG00000049283	7	17	8	10	17	9
ENSG00000250286	3	8	7	5	4	3
ENSG00000006282	440	418	463	443	523	488
ENSG00000250107	0	0	0	1	0	0
ENSG00000006283	0	2	0	0	0	0
ENSG00000108846	5	3	2	1	2	0
ENSG00000154945	1743	1445	1147	1238	1345	1369
ENSG00000108848	6956	7496	9543	4731	6450	6422
ENSG00000167117	0	0	0	0	0	1
ENSG00000173714	0	0	0	1	1	0
ENSG00000141232	500	639	548	421	845	780
ENSG00000229980	60	71	108	25	58	48
ENSG00000262006	0	0	0	1	4	2
ENSG00000247011	0	1	3	0	0	5
ENSG00000008294	1790	3033	2107	1435	2740	3048
ENSG00000239672	2206	1769	2388	1683	1088	851
ENSG00000243678	1540	1446	1227	885	951	754
ENSG00000011258	2105	2948	2054	1540	2339	2429
ENSG00000264895	2	4	2	2	5	5
ENSG00000011260	3294	2728	2971	2171	1818	1513
ENSG00000267452	0	0	2	1	0	1
ENSG00000187504	0	0	1	1	0	2
ENSG00000154975	1	0	0	0	0	0
ENSG00000263317	2	1	0	0	0	0
ENSG00000262902	0	1	1	1	2	1
ENSG00000233380	3	2	3	1	3	0
ENSG00000141198	395	345	169	265	259	177
ENSG00000166260	2234	2087	1989	1475	1706	1532
ENSG00000166263	474	378	311	427	477	496
ENSG00000261589	26	36	42	33	41	66
ENSG00000108924	39	22	17	6	4	7
ENSG00000108960	1131	1693	1612	876	1804	1784
ENSG00000262395	0	0	0	0	3	2
ENSG00000166292	3	4	2	2	4	2
ENSG00000141179	463	394	358	501	480	436
ENSG00000153930	27	114	91	35	48	60
ENSG00000183691	4	11	7	3	3	0
ENSG00000214226	206	268	262	92	170	143
ENSG00000153933	1689	1756	1121	1048	1140	1223
ENSG00000262951	7	7	14	2	5	3
ENSG00000262408	1	0	0	0	0	0
ENSG00000121060	4084	5061	3442	3621	4740	4454
ENSG00000121058	587	623	578	394	534	603
ENSG00000262298	2	1	1	1	2	0
ENSG00000262623	3	0	0	0	3	0
ENSG00000121064	607	850	887	688	983	805
ENSG00000263120	1	1	0	0	0	1
ENSG00000263004	10	23	24	25	25	24
ENSG00000121057	1974	1935	1391	1518	1888	1586
ENSG00000263089	3	2	1	1	12	12
ENSG00000153944	4369	5031	3440	4107	5911	6510
ENSG00000263499	0	2	1	1	1	3
ENSG00000242889	2	0	0	0	1	1
ENSG00000238447	0	0	1	0	0	0
ENSG00000166329	1	0	1	0	0	0
ENSG00000265542	2	1	1	1	0	0
ENSG00000181610	1609	1375	1571	1200	842	722
ENSG00000180891	39	118	47	53	214	203
ENSG00000136451	1835	1950	1837	2017	2866	3747
ENSG00000266086	0	0	0	0	2	1
ENSG00000264112	117	210	204	121	220	354
ENSG00000136450	13317	12994	12568	9124	10566	11133
ENSG00000266290	0	1	1	1	1	2
ENSG00000264364	3774	3859	2959	3616	4143	4752
ENSG00000141194	1	3	1	4	13	19
ENSG00000229590	1	1	2	3	1	12
ENSG00000121053	28	25	27	28	29	21
ENSG00000011143	890	804	906	711	740	686
ENSG00000167419	28	6	2	15	2	3
ENSG00000005381	1	3	1	1	0	0
ENSG00000005379	578	364	339	336	488	700
ENSG00000265148	194	196	162	185	204	271
ENSG00000265206	624	584	1030	669	766	895
ENSG00000264399	0	1	0	0	0	0
ENSG00000213246	1842	2176	2232	1924	2427	2361
ENSG00000108375	99	127	67	91	100	114
ENSG00000176160	0	1	0	0	1	1
ENSG00000266648	11	10	3	7	4	12
ENSG00000108389	3201	3352	2357	2559	3133	3491
ENSG00000264672	0	0	0	0	0	2
ENSG00000108387	16	86	63	24	154	118
ENSG00000121101	11	34	26	12	48	64
ENSG00000212195	0	2	0	2	0	1
