query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection	original.query.size
1	TRUE	0.0404	102	886	20	0.023	0.196	KEGG:05142	keg	26	Chagas disease (American trypanosomiasis)	1	ENSMUSG00000000001,ENSMUSG00000003814,ENSMUSG00000007613,ENSMUSG00000020009,ENSMUSG00000020349,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000024164,ENSMUSG00000024500,ENSMUSG00000026031,ENSMUSG00000028698,ENSMUSG00000031392,ENSMUSG00000032058,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000033352,ENSMUSG00000034781,ENSMUSG00000039239,ENSMUSG00000051177	1860
1	TRUE	0.0293	263	886	43	0.049	0.163	KEGG:04144	keg	24	Endocytosis	1	ENSMUSG00000000711,ENSMUSG00000001036,ENSMUSG00000001588,ENSMUSG00000005320,ENSMUSG00000006276,ENSMUSG00000006699,ENSMUSG00000007613,ENSMUSG00000007815,ENSMUSG00000008475,ENSMUSG00000010080,ENSMUSG00000018008,ENSMUSG00000019173,ENSMUSG00000019804,ENSMUSG00000019868,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000020375,ENSMUSG00000022150,ENSMUSG00000022350,ENSMUSG00000022797,ENSMUSG00000024101,ENSMUSG00000024104,ENSMUSG00000024589,ENSMUSG00000025373,ENSMUSG00000027255,ENSMUSG00000027423,ENSMUSG00000030849,ENSMUSG00000031479,ENSMUSG00000031488,ENSMUSG00000032193,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000032504,ENSMUSG00000033335,ENSMUSG00000036986,ENSMUSG00000037062,ENSMUSG00000038467,ENSMUSG00000048076,ENSMUSG00000051343,ENSMUSG00000051853,ENSMUSG00000066278,ENSMUSG00000067212,ENSMUSG00000079477	1860
1	TRUE	0.00143	90	886	23	0.026	0.256	KEGG:05210	keg	52	Colorectal cancer	1	ENSMUSG00000001847,ENSMUSG00000002109,ENSMUSG00000004451,ENSMUSG00000004936,ENSMUSG00000007613,ENSMUSG00000007815,ENSMUSG00000008859,ENSMUSG00000020122,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000023067,ENSMUSG00000024151,ENSMUSG00000028698,ENSMUSG00000029378,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000039239,ENSMUSG00000040760,ENSMUSG00000057329,ENSMUSG00000059923	1860
1	TRUE	8.41e-06	68	886	24	0.027	0.353	KEGG:00010	keg	48	Glycolysis / Gluconeogenesis	1	ENSMUSG00000000628,ENSMUSG00000011752,ENSMUSG00000017390,ENSMUSG00000019102,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000023456,ENSMUSG00000025791,ENSMUSG00000027605,ENSMUSG00000028138,ENSMUSG00000028307,ENSMUSG00000029455,ENSMUSG00000030695,ENSMUSG00000032294,ENSMUSG00000036427,ENSMUSG00000037012,ENSMUSG00000040618,ENSMUSG00000041237,ENSMUSG00000053644,ENSMUSG00000057666,ENSMUSG00000059040,ENSMUSG00000062070,ENSMUSG00000063229,ENSMUSG00000063524	1860
1	TRUE	0.00428	361	886	61	0.069	0.169	KEGG:04151	keg	13	PI3K-Akt signaling pathway	1	ENSMUSG00000000489,ENSMUSG00000000555,ENSMUSG00000001506,ENSMUSG00000001847,ENSMUSG00000002496,ENSMUSG00000003865,ENSMUSG00000004936,ENSMUSG00000005320,ENSMUSG00000006728,ENSMUSG00000009376,ENSMUSG00000018326,ENSMUSG00000019970,ENSMUSG00000020048,ENSMUSG00000020108,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000020349,ENSMUSG00000022285,ENSMUSG00000022607,ENSMUSG00000022971,ENSMUSG00000023034,ENSMUSG00000023067,ENSMUSG00000023944,ENSMUSG00000023951,ENSMUSG00000024122,ENSMUSG00000024500,ENSMUSG00000024789,ENSMUSG00000025017,ENSMUSG00000025348,ENSMUSG00000025809,ENSMUSG00000025856,ENSMUSG00000025915,ENSMUSG00000026193,ENSMUSG00000026479,ENSMUSG00000026639,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000027859,ENSMUSG00000028019,ENSMUSG00000028040,ENSMUSG00000028698,ENSMUSG00000028945,ENSMUSG00000029064,ENSMUSG00000029378,ENSMUSG00000030849,ENSMUSG00000031805,ENSMUSG00000031861,ENSMUSG00000032058,ENSMUSG00000033327,ENSMUSG00000040152,ENSMUSG00000040618,ENSMUSG00000042406,ENSMUSG00000048482,ENSMUSG00000050965,ENSMUSG00000051391,ENSMUSG00000052911,ENSMUSG00000053007,ENSMUSG00000057329,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000068758	1860
1	TRUE	0.00674	28	886	10	0.011	0.357	KEGG:01040	keg	54	Biosynthesis of unsaturated fatty acids	1	ENSMUSG00000010651,ENSMUSG00000010663,ENSMUSG00000020777,ENSMUSG00000024665,ENSMUSG00000025203,ENSMUSG00000027195,ENSMUSG00000031708,ENSMUSG00000032349,ENSMUSG00000037071,ENSMUSG00000041220	1860
1	TRUE	0.0404	137	886	25	0.028	0.182	KEGG:04068	keg	28	FoxO signaling pathway	1	ENSMUSG00000004936,ENSMUSG00000007613,ENSMUSG00000019970,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022710,ENSMUSG00000023067,ENSMUSG00000024122,ENSMUSG00000025915,ENSMUSG00000028680,ENSMUSG00000028698,ENSMUSG00000029513,ENSMUSG00000030161,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000032905,ENSMUSG00000036390,ENSMUSG00000037111,ENSMUSG00000038894,ENSMUSG00000039239,ENSMUSG00000040618,ENSMUSG00000059923,ENSMUSG00000078566	1860
1	TRUE	0.00121	55	886	17	0.019	0.309	KEGG:00280	keg	66	Valine, leucine and isoleucine degradation	1	ENSMUSG00000000340,ENSMUSG00000010651,ENSMUSG00000021238,ENSMUSG00000021646,ENSMUSG00000023832,ENSMUSG00000023921,ENSMUSG00000025260,ENSMUSG00000027332,ENSMUSG00000027709,ENSMUSG00000029455,ENSMUSG00000029482,ENSMUSG00000029776,ENSMUSG00000036880,ENSMUSG00000041650,ENSMUSG00000053644,ENSMUSG00000063558,ENSMUSG00000093930	1860
1	TRUE	0.0192	38	886	11	0.012	0.289	KEGG:00620	keg	43	Pyruvate metabolism	1	ENSMUSG00000023832,ENSMUSG00000026526,ENSMUSG00000027605,ENSMUSG00000029455,ENSMUSG00000032294,ENSMUSG00000032418,ENSMUSG00000035637,ENSMUSG00000040618,ENSMUSG00000041237,ENSMUSG00000053644,ENSMUSG00000063229	1860
1	TRUE	0.0293	85	886	18	0.02	0.212	KEGG:03320	keg	3	PPAR signaling pathway	1	ENSMUSG00000000440,ENSMUSG00000002289,ENSMUSG00000010651,ENSMUSG00000018796,ENSMUSG00000020777,ENSMUSG00000024122,ENSMUSG00000024665,ENSMUSG00000025059,ENSMUSG00000025203,ENSMUSG00000026170,ENSMUSG00000027533,ENSMUSG00000028494,ENSMUSG00000028607,ENSMUSG00000032281,ENSMUSG00000032418,ENSMUSG00000032883,ENSMUSG00000037071,ENSMUSG00000040618	1860
1	TRUE	0.0272	41	886	11	0.012	0.268	KEGG:05219	keg	63	Bladder cancer	1	ENSMUSG00000000303,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000010067,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000021559,ENSMUSG00000023067,ENSMUSG00000023951,ENSMUSG00000040152,ENSMUSG00000062312	1860
1	TRUE	0.00195	135	886	30	0.034	0.222	KEGG:04140	keg	53	Autophagy - animal	1	ENSMUSG00000002496,ENSMUSG00000004936,ENSMUSG00000007891,ENSMUSG00000020108,ENSMUSG00000020349,ENSMUSG00000020715,ENSMUSG00000021559,ENSMUSG00000022419,ENSMUSG00000022765,ENSMUSG00000024122,ENSMUSG00000026031,ENSMUSG00000027244,ENSMUSG00000028698,ENSMUSG00000028945,ENSMUSG00000030102,ENSMUSG00000030161,ENSMUSG00000031668,ENSMUSG00000032905,ENSMUSG00000033124,ENSMUSG00000037062,ENSMUSG00000037204,ENSMUSG00000038295,ENSMUSG00000038375,ENSMUSG00000038387,ENSMUSG00000038894,ENSMUSG00000041658,ENSMUSG00000055723,ENSMUSG00000057329,ENSMUSG00000078566,ENSMUSG00000079477	1860
1	TRUE	0.0284	78	886	17	0.019	0.218	KEGG:01230	keg	60	Biosynthesis of amino acids	1	ENSMUSG00000011752,ENSMUSG00000017390,ENSMUSG00000020277,ENSMUSG00000020534,ENSMUSG00000021196,ENSMUSG00000023262,ENSMUSG00000023456,ENSMUSG00000024039,ENSMUSG00000026473,ENSMUSG00000028307,ENSMUSG00000030695,ENSMUSG00000032294,ENSMUSG00000041237,ENSMUSG00000057666,ENSMUSG00000059040,ENSMUSG00000062070,ENSMUSG00000063524	1860
1	TRUE	0.00864	137	886	28	0.032	0.204	KEGG:04210	keg	36	Apoptosis	1	ENSMUSG00000004936,ENSMUSG00000007891,ENSMUSG00000020715,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021408,ENSMUSG00000021453,ENSMUSG00000023249,ENSMUSG00000024122,ENSMUSG00000025408,ENSMUSG00000026031,ENSMUSG00000026202,ENSMUSG00000026496,ENSMUSG00000027859,ENSMUSG00000028063,ENSMUSG00000028698,ENSMUSG00000030102,ENSMUSG00000031668,ENSMUSG00000036390,ENSMUSG00000042406,ENSMUSG00000043091,ENSMUSG00000057329,ENSMUSG00000057367,ENSMUSG00000068329,ENSMUSG00000068758,ENSMUSG00000071369,ENSMUSG00000072235,ENSMUSG00000083282	1860
1	TRUE	0.000798	52	886	17	0.019	0.327	KEGG:01212	keg	17	Fatty acid metabolism	1	ENSMUSG00000010651,ENSMUSG00000010663,ENSMUSG00000018796,ENSMUSG00000020777,ENSMUSG00000023832,ENSMUSG00000024665,ENSMUSG00000025203,ENSMUSG00000027195,ENSMUSG00000028607,ENSMUSG00000028657,ENSMUSG00000031708,ENSMUSG00000032281,ENSMUSG00000032349,ENSMUSG00000032883,ENSMUSG00000036880,ENSMUSG00000037071,ENSMUSG00000041220	1860
1	TRUE	0.00288	77	886	20	0.023	0.26	KEGG:05220	keg	64	Chronic myeloid leukemia	1	ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000017776,ENSMUSG00000020184,ENSMUSG00000021025,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022952,ENSMUSG00000023067,ENSMUSG00000028698,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000039239,ENSMUSG00000042626,ENSMUSG00000043733,ENSMUSG00000059923	1860
1	TRUE	0.0195	203	886	36	0.041	0.177	KEGG:04510	keg	9	Focal adhesion	1	ENSMUSG00000000489,ENSMUSG00000000555,ENSMUSG00000001506,ENSMUSG00000001847,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000017776,ENSMUSG00000020122,ENSMUSG00000022607,ENSMUSG00000023951,ENSMUSG00000024122,ENSMUSG00000025348,ENSMUSG00000025809,ENSMUSG00000025856,ENSMUSG00000026193,ENSMUSG00000026479,ENSMUSG00000026639,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000028019,ENSMUSG00000028698,ENSMUSG00000029860,ENSMUSG00000033327,ENSMUSG00000040152,ENSMUSG00000042626,ENSMUSG00000050965,ENSMUSG00000052681,ENSMUSG00000052911,ENSMUSG00000057329,ENSMUSG00000057367,ENSMUSG00000058230,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000074923	1860
1	TRUE	0.0419	33	886	9	0.01	0.273	KEGG:00030	keg	21	Pentose phosphate pathway	1	ENSMUSG00000017390,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000025791,ENSMUSG00000028307,ENSMUSG00000028980,ENSMUSG00000030695,ENSMUSG00000031400,ENSMUSG00000036427	1860
1	TRUE	0.00428	302	886	53	0.06	0.175	KEGG:04010	keg	65	MAPK signaling pathway	1	ENSMUSG00000000489,ENSMUSG00000001847,ENSMUSG00000003518,ENSMUSG00000004936,ENSMUSG00000005320,ENSMUSG00000006699,ENSMUSG00000007613,ENSMUSG00000009376,ENSMUSG00000017776,ENSMUSG00000019960,ENSMUSG00000020122,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021754,ENSMUSG00000022414,ENSMUSG00000023034,ENSMUSG00000023951,ENSMUSG00000024190,ENSMUSG00000025408,ENSMUSG00000025856,ENSMUSG00000026074,ENSMUSG00000027859,ENSMUSG00000028019,ENSMUSG00000028040,ENSMUSG00000028832,ENSMUSG00000029378,ENSMUSG00000030203,ENSMUSG00000030849,ENSMUSG00000031383,ENSMUSG00000031392,ENSMUSG00000031530,ENSMUSG00000032440,ENSMUSG00000033352,ENSMUSG00000033953,ENSMUSG00000034765,ENSMUSG00000036390,ENSMUSG00000037887,ENSMUSG00000038387,ENSMUSG00000039239,ENSMUSG00000039384,ENSMUSG00000040118,ENSMUSG00000042406,ENSMUSG00000048482,ENSMUSG00000050965,ENSMUSG00000052681,ENSMUSG00000055723,ENSMUSG00000059923,ENSMUSG00000061130,ENSMUSG00000062312,ENSMUSG00000066839,ENSMUSG00000071042,ENSMUSG00000071369	1860
1	TRUE	0.0195	68	886	16	0.018	0.235	KEGG:00980	keg	22	Metabolism of xenobiotics by cytochrome P450	1	ENSMUSG00000019102,ENSMUSG00000022947,ENSMUSG00000024087,ENSMUSG00000025069,ENSMUSG00000025934,ENSMUSG00000028138,ENSMUSG00000029260,ENSMUSG00000032348,ENSMUSG00000035811,ENSMUSG00000051483,ENSMUSG00000054630,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000074183,ENSMUSG00000074604,ENSMUSG00000090124	1860
1	TRUE	0.00304	206	886	40	0.045	0.194	KEGG:05205	keg	6	Proteoglycans in cancer	1	ENSMUSG00000000126,ENSMUSG00000000555,ENSMUSG00000001506,ENSMUSG00000001847,ENSMUSG00000004936,ENSMUSG00000005087,ENSMUSG00000005718,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000020044,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000022382,ENSMUSG00000022607,ENSMUSG00000023067,ENSMUSG00000023951,ENSMUSG00000024122,ENSMUSG00000024998,ENSMUSG00000025809,ENSMUSG00000026193,ENSMUSG00000027087,ENSMUSG00000028698,ENSMUSG00000030102,ENSMUSG00000031207,ENSMUSG00000034220,ENSMUSG00000035273,ENSMUSG00000036856,ENSMUSG00000038387,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000043733,ENSMUSG00000045005,ENSMUSG00000049791,ENSMUSG00000050965,ENSMUSG00000055723,ENSMUSG00000057897,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000069601	1860
1	TRUE	0.0192	152	886	29	0.033	0.191	KEGG:05226	keg	37	Gastric cancer	1	ENSMUSG00000000126,ENSMUSG00000000303,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000007613,ENSMUSG00000009376,ENSMUSG00000020122,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022382,ENSMUSG00000023067,ENSMUSG00000028698,ENSMUSG00000028970,ENSMUSG00000029646,ENSMUSG00000030849,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000036856,ENSMUSG00000037815,ENSMUSG00000039239,ENSMUSG00000040584,ENSMUSG00000042626,ENSMUSG00000045005,ENSMUSG00000049791,ENSMUSG00000057329,ENSMUSG00000059923,ENSMUSG00000062312	1860
1	TRUE	0.0272	117	886	23	0.026	0.197	KEGG:04670	keg	51	Leukocyte transendothelial migration	1	ENSMUSG00000000001,ENSMUSG00000001847,ENSMUSG00000006519,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000015340,ENSMUSG00000022607,ENSMUSG00000025809,ENSMUSG00000027962,ENSMUSG00000028698,ENSMUSG00000031207,ENSMUSG00000034101,ENSMUSG00000037405,ENSMUSG00000037815,ENSMUSG00000038235,ENSMUSG00000043733,ENSMUSG00000047501,ENSMUSG00000050965,ENSMUSG00000052681,ENSMUSG00000053062,ENSMUSG00000058230,ENSMUSG00000061353,ENSMUSG00000070473	1860
1	TRUE	0.0472	71	886	15	0.017	0.211	KEGG:04920	keg	23	Adipocytokine signaling pathway	1	ENSMUSG00000018796,ENSMUSG00000021025,ENSMUSG00000023947,ENSMUSG00000024789,ENSMUSG00000026457,ENSMUSG00000028599,ENSMUSG00000028645,ENSMUSG00000029167,ENSMUSG00000029513,ENSMUSG00000030168,ENSMUSG00000032281,ENSMUSG00000032883,ENSMUSG00000038894,ENSMUSG00000040618,ENSMUSG00000043733	1860
1	TRUE	0.0253	157	886	29	0.033	0.185	KEGG:04390	keg	39	Hippo signaling pathway	1	ENSMUSG00000000126,ENSMUSG00000000303,ENSMUSG00000007613,ENSMUSG00000008999,ENSMUSG00000010067,ENSMUSG00000018326,ENSMUSG00000019997,ENSMUSG00000020271,ENSMUSG00000020349,ENSMUSG00000020644,ENSMUSG00000021253,ENSMUSG00000022285,ENSMUSG00000022382,ENSMUSG00000024500,ENSMUSG00000029378,ENSMUSG00000032058,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036856,ENSMUSG00000037815,ENSMUSG00000039239,ENSMUSG00000042745,ENSMUSG00000045005,ENSMUSG00000048285,ENSMUSG00000049791,ENSMUSG00000051391,ENSMUSG00000054932,ENSMUSG00000057367,ENSMUSG00000061859	1860
1	TRUE	0.0195	28	886	9	0.01	0.321	KEGG:03060	keg	18	Protein export	1	ENSMUSG00000000959,ENSMUSG00000019802,ENSMUSG00000025724,ENSMUSG00000026864,ENSMUSG00000030082,ENSMUSG00000032042,ENSMUSG00000035227,ENSMUSG00000053317,ENSMUSG00000054408	1860
1	TRUE	0.00047	145	886	34	0.038	0.234	KEGG:05418	keg	5	Fluid shear stress and atherosclerosis	1	ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000001847,ENSMUSG00000003308,ENSMUSG00000003849,ENSMUSG00000005413,ENSMUSG00000006519,ENSMUSG00000007815,ENSMUSG00000020048,ENSMUSG00000020265,ENSMUSG00000021250,ENSMUSG00000022607,ENSMUSG00000023944,ENSMUSG00000023951,ENSMUSG00000024190,ENSMUSG00000025069,ENSMUSG00000025856,ENSMUSG00000025934,ENSMUSG00000026836,ENSMUSG00000027087,ENSMUSG00000027962,ENSMUSG00000028698,ENSMUSG00000032348,ENSMUSG00000033352,ENSMUSG00000034220,ENSMUSG00000036438,ENSMUSG00000037405,ENSMUSG00000057329,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000071369,ENSMUSG00000074183,ENSMUSG00000074604,ENSMUSG00000074743	1860
1	TRUE	0.00685	102	886	23	0.026	0.225	KEGG:04933	keg	71	AGE-RAGE signaling pathway in diabetic complications	1	ENSMUSG00000001506,ENSMUSG00000001847,ENSMUSG00000006699,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000015340,ENSMUSG00000020937,ENSMUSG00000021253,ENSMUSG00000023951,ENSMUSG00000024789,ENSMUSG00000024998,ENSMUSG00000026193,ENSMUSG00000027962,ENSMUSG00000028128,ENSMUSG00000028698,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000037405,ENSMUSG00000039239,ENSMUSG00000050965,ENSMUSG00000051177,ENSMUSG00000057329,ENSMUSG00000074743	1860
1	TRUE	0.00121	22	886	10	0.011	0.455	KEGG:00900	keg	8	Terpenoid backbone biosynthesis	1	ENSMUSG00000006517,ENSMUSG00000021302,ENSMUSG00000021670,ENSMUSG00000023832,ENSMUSG00000027952,ENSMUSG00000039662,ENSMUSG00000041939,ENSMUSG00000058258,ENSMUSG00000059743,ENSMUSG00000093930	1860
1	TRUE	0.037	68	886	15	0.017	0.221	KEGG:05223	keg	55	Non-small cell lung cancer	1	ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000010067,ENSMUSG00000020122,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000023067,ENSMUSG00000024122,ENSMUSG00000028698,ENSMUSG00000031805,ENSMUSG00000036390,ENSMUSG00000050965,ENSMUSG00000059923,ENSMUSG00000062312	1860
