query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection	original.query.size
1	TRUE	2.41e-06	77	530	20	0.038	0.26	KEGG:05220	keg	64	Chronic myeloid leukemia	1	ENSMUSG00000002603,ENSMUSG00000007613,ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000021025,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000022952,ENSMUSG00000026842,ENSMUSG00000027665,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036390,ENSMUSG00000041417	1325
1	TRUE	0.0135	65	530	11	0.021	0.169	KEGG:05230	keg	25	Central carbon metabolism in cancer	1	ENSMUSG00000000628,ENSMUSG00000021109,ENSMUSG00000022346,ENSMUSG00000027665,ENSMUSG00000028645,ENSMUSG00000031834,ENSMUSG00000033065,ENSMUSG00000035027,ENSMUSG00000041417,ENSMUSG00000044005,ENSMUSG00000054252	1325
1	TRUE	0.00356	167	530	23	0.043	0.138	KEGG:04630	keg	7	JAK-STAT signaling pathway	1	ENSMUSG00000004040,ENSMUSG00000007659,ENSMUSG00000020027,ENSMUSG00000022146,ENSMUSG00000022346,ENSMUSG00000022965,ENSMUSG00000024014,ENSMUSG00000024539,ENSMUSG00000027665,ENSMUSG00000027947,ENSMUSG00000030748,ENSMUSG00000031834,ENSMUSG00000032175,ENSMUSG00000032578,ENSMUSG00000034394,ENSMUSG00000034801,ENSMUSG00000037104,ENSMUSG00000038037,ENSMUSG00000038612,ENSMUSG00000040033,ENSMUSG00000041417,ENSMUSG00000057329,ENSMUSG00000062157	1325
1	TRUE	0.0289	28	530	6	0.011	0.214	KEGG:04950	keg	14	Maturity onset diabetes of the young	1	ENSMUSG00000017950,ENSMUSG00000020679,ENSMUSG00000022528,ENSMUSG00000029556,ENSMUSG00000037025,ENSMUSG00000041237	1325
1	TRUE	1.93e-07	206	530	38	0.072	0.184	KEGG:05205	keg	93	Proteoglycans in cancer	1	ENSMUSG00000000126,ENSMUSG00000001847,ENSMUSG00000002603,ENSMUSG00000004040,ENSMUSG00000005087,ENSMUSG00000006538,ENSMUSG00000015533,ENSMUSG00000016933,ENSMUSG00000017009,ENSMUSG00000018166,ENSMUSG00000020184,ENSMUSG00000020689,ENSMUSG00000021109,ENSMUSG00000021466,ENSMUSG00000022346,ENSMUSG00000022516,ENSMUSG00000023951,ENSMUSG00000024486,ENSMUSG00000024975,ENSMUSG00000027087,ENSMUSG00000027665,ENSMUSG00000027995,ENSMUSG00000029528,ENSMUSG00000031628,ENSMUSG00000031714,ENSMUSG00000031834,ENSMUSG00000032470,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036856,ENSMUSG00000039005,ENSMUSG00000040152,ENSMUSG00000041417,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000046223,ENSMUSG00000050288,ENSMUSG00000052397	1325
1	TRUE	0.00631	95	530	15	0.028	0.158	KEGG:01522	keg	80	Endocrine resistance	1	ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000021250,ENSMUSG00000024486,ENSMUSG00000026923,ENSMUSG00000027276,ENSMUSG00000027665,ENSMUSG00000028551,ENSMUSG00000031834,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000057329	1325
1	TRUE	0.0215	235	530	26	0.049	0.111	KEGG:05170	keg	90	Human immunodeficiency virus 1 infection	1	ENSMUSG00000001847,ENSMUSG00000007659,ENSMUSG00000016933,ENSMUSG00000018932,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000022414,ENSMUSG00000022781,ENSMUSG00000024349,ENSMUSG00000026029,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000027995,ENSMUSG00000028599,ENSMUSG00000029528,ENSMUSG00000031016,ENSMUSG00000031284,ENSMUSG00000031628,ENSMUSG00000031834,ENSMUSG00000035027,ENSMUSG00000039005,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000057329,ENSMUSG00000074923	1325
1	TRUE	5.18e-05	178	530	29	0.055	0.163	KEGG:05225	keg	98	Hepatocellular carcinoma	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000002603,ENSMUSG00000005413,ENSMUSG00000007613,ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000015839,ENSMUSG00000016477,ENSMUSG00000016933,ENSMUSG00000018983,ENSMUSG00000020888,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000027665,ENSMUSG00000029999,ENSMUSG00000031714,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036390,ENSMUSG00000036856,ENSMUSG00000041417,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000047604,ENSMUSG00000050288	1325
1	TRUE	0.0169	32	530	7	0.013	0.219	KEGG:04215	keg	94	Apoptosis - multiple species	1	ENSMUSG00000007659,ENSMUSG00000024521,ENSMUSG00000026029,ENSMUSG00000027381,ENSMUSG00000031628,ENSMUSG00000057329,ENSMUSG00000057367	1325
1	TRUE	0.00621	145	530	20	0.038	0.138	KEGG:05418	keg	65	Fluid shear stress and atherosclerosis	1	ENSMUSG00000001847,ENSMUSG00000005413,ENSMUSG00000015839,ENSMUSG00000017009,ENSMUSG00000020623,ENSMUSG00000020689,ENSMUSG00000021250,ENSMUSG00000021367,ENSMUSG00000023951,ENSMUSG00000026072,ENSMUSG00000027087,ENSMUSG00000027665,ENSMUSG00000027962,ENSMUSG00000031538,ENSMUSG00000031834,ENSMUSG00000035385,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000057329,ENSMUSG00000074743	1325
1	TRUE	0.0196	175	530	21	0.04	0.12	KEGG:04621	keg	52	NOD-like receptor signaling pathway	1	ENSMUSG00000007659,ENSMUSG00000019850,ENSMUSG00000021025,ENSMUSG00000022414,ENSMUSG00000024349,ENSMUSG00000026029,ENSMUSG00000029338,ENSMUSG00000029380,ENSMUSG00000032109,ENSMUSG00000032175,ENSMUSG00000035385,ENSMUSG00000037860,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000040033,ENSMUSG00000040620,ENSMUSG00000041849,ENSMUSG00000052684,ENSMUSG00000057329,ENSMUSG00000057367,ENSMUSG00000073489	1325
1	TRUE	2.58e-08	143	530	33	0.062	0.231	KEGG:05206	keg	30	MicroRNAs in cancer	1	ENSMUSG00000004040,ENSMUSG00000005087,ENSMUSG00000005413,ENSMUSG00000016477,ENSMUSG00000016933,ENSMUSG00000018166,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000020689,ENSMUSG00000022114,ENSMUSG00000022346,ENSMUSG00000023951,ENSMUSG00000024014,ENSMUSG00000024087,ENSMUSG00000024975,ENSMUSG00000026842,ENSMUSG00000026923,ENSMUSG00000027381,ENSMUSG00000031628,ENSMUSG00000032254,ENSMUSG00000032487,ENSMUSG00000033327,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000038037,ENSMUSG00000038612,ENSMUSG00000040093,ENSMUSG00000040152,ENSMUSG00000044005,ENSMUSG00000052397,ENSMUSG00000054252,ENSMUSG00000056758,ENSMUSG00000057329	1325
1	TRUE	0.0202	60	530	10	0.019	0.167	KEGG:05321	keg	67	Inflammatory bowel disease (IBD)	1	ENSMUSG00000002603,ENSMUSG00000004040,ENSMUSG00000021253,ENSMUSG00000022965,ENSMUSG00000027995,ENSMUSG00000030748,ENSMUSG00000032402,ENSMUSG00000039005,ENSMUSG00000052684,ENSMUSG00000055435	1325
1	TRUE	1.47e-05	87	530	20	0.038	0.23	KEGG:04012	keg	91	ErbB signaling pathway	1	ENSMUSG00000016933,ENSMUSG00000018166,ENSMUSG00000022346,ENSMUSG00000022781,ENSMUSG00000024486,ENSMUSG00000026596,ENSMUSG00000026842,ENSMUSG00000027665,ENSMUSG00000029377,ENSMUSG00000029378,ENSMUSG00000029999,ENSMUSG00000031284,ENSMUSG00000031714,ENSMUSG00000031834,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000074923,ENSMUSG00000082361	1325
1	TRUE	0.0286	20	530	5	0.009	0.25	KEGG:00532	keg	78	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	1	ENSMUSG00000020868,ENSMUSG00000021504,ENSMUSG00000032997,ENSMUSG00000036599,ENSMUSG00000042042	1325
1	TRUE	5.88e-08	116	530	28	0.053	0.241	KEGG:04668	keg	87	TNF signaling pathway	1	ENSMUSG00000018899,ENSMUSG00000018932,ENSMUSG00000019850,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021367,ENSMUSG00000022414,ENSMUSG00000026029,ENSMUSG00000026031,ENSMUSG00000026166,ENSMUSG00000027276,ENSMUSG00000027665,ENSMUSG00000027962,ENSMUSG00000028599,ENSMUSG00000029380,ENSMUSG00000031628,ENSMUSG00000031778,ENSMUSG00000031834,ENSMUSG00000032487,ENSMUSG00000034394,ENSMUSG00000035385,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000052837,ENSMUSG00000053007,ENSMUSG00000056501,ENSMUSG00000057367	1325
1	TRUE	0.0132	167	530	21	0.04	0.126	KEGG:04530	keg	48	Tight junction	1	ENSMUSG00000001847,ENSMUSG00000004568,ENSMUSG00000012296,ENSMUSG00000013076,ENSMUSG00000020152,ENSMUSG00000020782,ENSMUSG00000021754,ENSMUSG00000022052,ENSMUSG00000022952,ENSMUSG00000024812,ENSMUSG00000029513,ENSMUSG00000029684,ENSMUSG00000032531,ENSMUSG00000043091,ENSMUSG00000044279,ENSMUSG00000047230,ENSMUSG00000047501,ENSMUSG00000052397,ENSMUSG00000052684,ENSMUSG00000062232,ENSMUSG00000068876	1325
1	TRUE	0.00465	182	530	24	0.045	0.132	KEGG:04218	keg	95	Cellular senescence	1	ENSMUSG00000002603,ENSMUSG00000007613,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018932,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000020427,ENSMUSG00000020623,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000032470,ENSMUSG00000035027,ENSMUSG00000036390,ENSMUSG00000041417,ENSMUSG00000044167,ENSMUSG00000045817,ENSMUSG00000048756,ENSMUSG00000073802	1325
1	TRUE	0.00467	73	530	13	0.025	0.178	KEGG:05214	keg	97	Glioma	1	ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000016933,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000021453,ENSMUSG00000027665,ENSMUSG00000029999,ENSMUSG00000031834,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036390,ENSMUSG00000041417	1325
1	TRUE	0.000273	94	530	18	0.034	0.191	KEGG:04657	keg	75	IL-17 signaling pathway	1	ENSMUSG00000002897,ENSMUSG00000003545,ENSMUSG00000019850,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000024912,ENSMUSG00000026029,ENSMUSG00000026166,ENSMUSG00000029371,ENSMUSG00000029380,ENSMUSG00000031628,ENSMUSG00000032487,ENSMUSG00000035373,ENSMUSG00000035385,ENSMUSG00000042688,ENSMUSG00000050578,ENSMUSG00000052684,ENSMUSG00000056501	1325
1	TRUE	9.56e-05	103	530	20	0.038	0.194	KEGG:04659	keg	45	Th17 cell differentiation	1	ENSMUSG00000002603,ENSMUSG00000004040,ENSMUSG00000007613,ENSMUSG00000015619,ENSMUSG00000016933,ENSMUSG00000019256,ENSMUSG00000021025,ENSMUSG00000021109,ENSMUSG00000021250,ENSMUSG00000022952,ENSMUSG00000022965,ENSMUSG00000023947,ENSMUSG00000026072,ENSMUSG00000027544,ENSMUSG00000027947,ENSMUSG00000030748,ENSMUSG00000032175,ENSMUSG00000032402,ENSMUSG00000037992,ENSMUSG00000052684	1325
1	TRUE	0.0209	132	530	17	0.032	0.129	KEGG:04926	keg	61	Relaxin signaling pathway	1	ENSMUSG00000002603,ENSMUSG00000007613,ENSMUSG00000018909,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021367,ENSMUSG00000023951,ENSMUSG00000027665,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000041417,ENSMUSG00000050578,ENSMUSG00000052684,ENSMUSG00000053007,ENSMUSG00000060216	1325
1	TRUE	0.0433	49	530	8	0.015	0.163	KEGG:04330	keg	9	Notch signaling pathway	1	ENSMUSG00000020888,ENSMUSG00000020918,ENSMUSG00000022528,ENSMUSG00000026923,ENSMUSG00000027276,ENSMUSG00000039191,ENSMUSG00000039982,ENSMUSG00000063160	1325
1	TRUE	0.000542	99	530	18	0.034	0.182	KEGG:04620	keg	103	Toll-like receptor signaling pathway	1	ENSMUSG00000001847,ENSMUSG00000018932,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000022414,ENSMUSG00000025779,ENSMUSG00000026029,ENSMUSG00000027665,ENSMUSG00000027995,ENSMUSG00000029304,ENSMUSG00000031834,ENSMUSG00000032041,ENSMUSG00000035027,ENSMUSG00000039005,ENSMUSG00000041417,ENSMUSG00000051439,ENSMUSG00000052684	1325
1	TRUE	3.63e-05	280	530	40	0.075	0.143	KEGG:05166	keg	101	Human T-cell leukemia virus 1 infection	1	ENSMUSG00000000126,ENSMUSG00000002603,ENSMUSG00000007613,ENSMUSG00000007659,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020888,ENSMUSG00000020918,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000021469,ENSMUSG00000021754,ENSMUSG00000022346,ENSMUSG00000022895,ENSMUSG00000024912,ENSMUSG00000026072,ENSMUSG00000026436,ENSMUSG00000026628,ENSMUSG00000026965,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000027962,ENSMUSG00000028551,ENSMUSG00000028645,ENSMUSG00000029176,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000032470,ENSMUSG00000036856,ENSMUSG00000038418,ENSMUSG00000041417,ENSMUSG00000041736,ENSMUSG00000044674,ENSMUSG00000044786,ENSMUSG00000045005,ENSMUSG00000050288,ENSMUSG00000052684,ENSMUSG00000063889,ENSMUSG00000073802	1325
1	TRUE	6.33e-05	108	530	21	0.04	0.194	KEGG:04066	keg	86	HIF-1 signaling pathway	1	ENSMUSG00000000628,ENSMUSG00000004040,ENSMUSG00000004267,ENSMUSG00000005413,ENSMUSG00000016933,ENSMUSG00000020190,ENSMUSG00000021109,ENSMUSG00000021367,ENSMUSG00000022965,ENSMUSG00000023951,ENSMUSG00000027665,ENSMUSG00000027947,ENSMUSG00000028156,ENSMUSG00000028645,ENSMUSG00000031834,ENSMUSG00000035027,ENSMUSG00000035105,ENSMUSG00000039005,ENSMUSG00000041417,ENSMUSG00000057329,ENSMUSG00000058709	1325
1	TRUE	0.00026	129	530	22	0.042	0.171	KEGG:04380	keg	53	Osteoclast differentiation	1	ENSMUSG00000001847,ENSMUSG00000002603,ENSMUSG00000003545,ENSMUSG00000007613,ENSMUSG00000020623,ENSMUSG00000020689,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000022414,ENSMUSG00000022965,ENSMUSG00000024912,ENSMUSG00000026072,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000029135,ENSMUSG00000031834,ENSMUSG00000032175,ENSMUSG00000038037,ENSMUSG00000040033,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000052837	1325
1	TRUE	8.38e-05	137	530	24	0.045	0.175	KEGG:04068	keg	69	FoxO signaling pathway	1	ENSMUSG00000002603,ENSMUSG00000004040,ENSMUSG00000007613,ENSMUSG00000015312,ENSMUSG00000020184,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022358,ENSMUSG00000022508,ENSMUSG00000027381,ENSMUSG00000027665,ENSMUSG00000028680,ENSMUSG00000029385,ENSMUSG00000029513,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036390,ENSMUSG00000041417,ENSMUSG00000044167,ENSMUSG00000048756,ENSMUSG00000052135,ENSMUSG00000073802	1325
1	TRUE	0.00199	369	530	42	0.079	0.114	KEGG:05165	keg	73	Human papillomavirus infection	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000001507,ENSMUSG00000008855,ENSMUSG00000015533,ENSMUSG00000018899,ENSMUSG00000019302,ENSMUSG00000020184,ENSMUSG00000020689,ENSMUSG00000020782,ENSMUSG00000020888,ENSMUSG00000022052,ENSMUSG00000022528,ENSMUSG00000023341,ENSMUSG00000023951,ENSMUSG00000026029,ENSMUSG00000026923,ENSMUSG00000027087,ENSMUSG00000027111,ENSMUSG00000027276,ENSMUSG00000027665,ENSMUSG00000029304,ENSMUSG00000029528,ENSMUSG00000031628,ENSMUSG00000031834,ENSMUSG00000032175,ENSMUSG00000032487,ENSMUSG00000033327,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036856,ENSMUSG00000039191,ENSMUSG00000040033,ENSMUSG00000040152,ENSMUSG00000040289,ENSMUSG00000041417,ENSMUSG00000044167,ENSMUSG00000044279,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000050288,ENSMUSG00000053007	1325
1	TRUE	0.00407	71	530	13	0.025	0.183	KEGG:04662	keg	40	B cell receptor signaling pathway	1	ENSMUSG00000001847,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000023947,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000028191,ENSMUSG00000031834,ENSMUSG00000032737,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000041417,ENSMUSG00000052684	1325
1	TRUE	0.0248	135	530	17	0.032	0.126	KEGG:04140	keg	66	Autophagy - animal	1	ENSMUSG00000007659,ENSMUSG00000018171,ENSMUSG00000018401,ENSMUSG00000021109,ENSMUSG00000024142,ENSMUSG00000026031,ENSMUSG00000027665,ENSMUSG00000031834,ENSMUSG00000032470,ENSMUSG00000035027,ENSMUSG00000035629,ENSMUSG00000037204,ENSMUSG00000037526,ENSMUSG00000041417,ENSMUSG00000042628,ENSMUSG00000052688,ENSMUSG00000057329	1325
1	TRUE	0.0182	78	530	12	0.023	0.154	KEGG:05132	keg	16	Salmonella infection	1	ENSMUSG00000001847,ENSMUSG00000006304,ENSMUSG00000021250,ENSMUSG00000022965,ENSMUSG00000026755,ENSMUSG00000029380,ENSMUSG00000029684,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000051439,ENSMUSG00000052684,ENSMUSG00000052688	1325
1	TRUE	0.00423	235	530	29	0.055	0.123	KEGG:04014	keg	5	Ras signaling pathway	1	ENSMUSG00000001847,ENSMUSG00000004791,ENSMUSG00000006445,ENSMUSG00000007659,ENSMUSG00000008859,ENSMUSG00000016933,ENSMUSG00000017831,ENSMUSG00000022781,ENSMUSG00000022895,ENSMUSG00000023951,ENSMUSG00000024883,ENSMUSG00000026596,ENSMUSG00000026842,ENSMUSG00000027665,ENSMUSG00000027859,ENSMUSG00000027954,ENSMUSG00000029999,ENSMUSG00000031284,ENSMUSG00000031714,ENSMUSG00000031834,ENSMUSG00000032413,ENSMUSG00000032470,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000041417,ENSMUSG00000044147,ENSMUSG00000054252,ENSMUSG00000057967,ENSMUSG00000074923	1325
1	TRUE	2.06e-05	184	530	31	0.058	0.168	KEGG:05202	keg	11	Transcriptional misregulation in cancer	1	ENSMUSG00000000385,ENSMUSG00000007659,ENSMUSG00000013089,ENSMUSG00000015312,ENSMUSG00000019960,ENSMUSG00000020184,ENSMUSG00000020427,ENSMUSG00000020644,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000022508,ENSMUSG00000022952,ENSMUSG00000025408,ENSMUSG00000026436,ENSMUSG00000028551,ENSMUSG00000030717,ENSMUSG00000031538,ENSMUSG00000031681,ENSMUSG00000034460,ENSMUSG00000034663,ENSMUSG00000034957,ENSMUSG00000036390,ENSMUSG00000037169,ENSMUSG00000037876,ENSMUSG00000037992,ENSMUSG00000044167,ENSMUSG00000051439,ENSMUSG00000055435,ENSMUSG00000055866,ENSMUSG00000056501,ENSMUSG00000056758	1325
1	TRUE	5.29e-08	302	530	50	0.094	0.166	KEGG:04010	keg	41	MAPK signaling pathway	1	ENSMUSG00000001847,ENSMUSG00000002603,ENSMUSG00000003352,ENSMUSG00000004791,ENSMUSG00000006445,ENSMUSG00000007613,ENSMUSG00000015312,ENSMUSG00000018166,ENSMUSG00000018909,ENSMUSG00000018932,ENSMUSG00000019960,ENSMUSG00000020190,ENSMUSG00000020623,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021754,ENSMUSG00000022346,ENSMUSG00000022414,ENSMUSG00000022781,ENSMUSG00000023034,ENSMUSG00000023951,ENSMUSG00000024383,ENSMUSG00000025408,ENSMUSG00000026072,ENSMUSG00000026436,ENSMUSG00000027859,ENSMUSG00000027954,ENSMUSG00000028862,ENSMUSG00000029377,ENSMUSG00000029378,ENSMUSG00000029999,ENSMUSG00000031530,ENSMUSG00000031628,ENSMUSG00000032413,ENSMUSG00000032470,ENSMUSG00000034765,ENSMUSG00000034801,ENSMUSG00000035027,ENSMUSG00000036390,ENSMUSG00000037887,ENSMUSG00000039384,ENSMUSG00000051439,ENSMUSG00000052684,ENSMUSG00000053716,ENSMUSG00000054252,ENSMUSG00000057967,ENSMUSG00000060216,ENSMUSG00000062232,ENSMUSG00000090877	1325
