query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection	original.query.size
1	TRUE	0.00118	83	450	14	0.031	0.169	KEGG:01521	keg	81	EGFR tyrosine kinase inhibitor resistance	1	ENSMUSG00000004040,ENSMUSG00000007659,ENSMUSG00000023951,ENSMUSG00000027381,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029999,ENSMUSG00000031714,ENSMUSG00000034801,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000048756,ENSMUSG00000054252,ENSMUSG00000057329	1133
1	TRUE	0.0471	27	450	5	0.011	0.185	KEGG:04392	keg	39	Hippo signaling pathway - multiple species	1	ENSMUSG00000002249,ENSMUSG00000022178,ENSMUSG00000025239,ENSMUSG00000029370,ENSMUSG00000048285	1133
1	TRUE	2.28e-05	137	450	23	0.051	0.168	KEGG:04210	keg	103	Apoptosis	1	ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021408,ENSMUSG00000021453,ENSMUSG00000022074,ENSMUSG00000024521,ENSMUSG00000025408,ENSMUSG00000026029,ENSMUSG00000026031,ENSMUSG00000027381,ENSMUSG00000027665,ENSMUSG00000027859,ENSMUSG00000028698,ENSMUSG00000030341,ENSMUSG00000030560,ENSMUSG00000031628,ENSMUSG00000036390,ENSMUSG00000038612,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000057329	1133
1	TRUE	0.0066	210	450	23	0.051	0.11	KEGG:05169	keg	2	Epstein-Barr virus infection	1	ENSMUSG00000000776,ENSMUSG00000004040,ENSMUSG00000005087,ENSMUSG00000008855,ENSMUSG00000018932,ENSMUSG00000020115,ENSMUSG00000020184,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021408,ENSMUSG00000022346,ENSMUSG00000022414,ENSMUSG00000022969,ENSMUSG00000023947,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000037405,ENSMUSG00000039191,ENSMUSG00000041417,ENSMUSG00000051391,ENSMUSG00000052684,ENSMUSG00000057329,ENSMUSG00000059970	1133
1	TRUE	2.69e-05	139	450	23	0.051	0.165	KEGG:04550	keg	23	Signaling pathways regulating pluripotency of stem cells	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000000532,ENSMUSG00000003032,ENSMUSG00000004040,ENSMUSG00000007872,ENSMUSG00000020167,ENSMUSG00000020644,ENSMUSG00000020888,ENSMUSG00000022346,ENSMUSG00000027660,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000032402,ENSMUSG00000034394,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000041417,ENSMUSG00000042745,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000050288,ENSMUSG00000054252	1133
1	TRUE	0.0453	298	450	26	0.058	0.087	KEGG:04060	keg	95	Cytokine-cytokine receptor interaction	1	ENSMUSG00000000532,ENSMUSG00000002897,ENSMUSG00000018916,ENSMUSG00000018920,ENSMUSG00000021253,ENSMUSG00000022074,ENSMUSG00000022965,ENSMUSG00000022969,ENSMUSG00000026166,ENSMUSG00000026981,ENSMUSG00000027358,ENSMUSG00000027859,ENSMUSG00000028599,ENSMUSG00000029371,ENSMUSG00000029380,ENSMUSG00000030341,ENSMUSG00000030748,ENSMUSG00000031712,ENSMUSG00000031778,ENSMUSG00000034394,ENSMUSG00000035373,ENSMUSG00000035385,ENSMUSG00000039239,ENSMUSG00000044337,ENSMUSG00000050395,ENSMUSG00000061353	1133
1	TRUE	4.64e-07	152	450	28	0.062	0.184	KEGG:05226	keg	31	Gastric cancer	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020888,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000031714,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000036390,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000039239,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000047604,ENSMUSG00000050288,ENSMUSG00000057329,ENSMUSG00000057967,ENSMUSG00000067199,ENSMUSG00000073802	1133
1	TRUE	0.00699	60	450	10	0.022	0.167	KEGG:05321	keg	62	Inflammatory bowel disease (IBD)	1	ENSMUSG00000004040,ENSMUSG00000021253,ENSMUSG00000022965,ENSMUSG00000027995,ENSMUSG00000030748,ENSMUSG00000032402,ENSMUSG00000039005,ENSMUSG00000039239,ENSMUSG00000052684,ENSMUSG00000055435	1133
1	TRUE	0.0242	73	450	10	0.022	0.137	KEGG:05218	keg	53	Melanoma	1	ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000021453,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000036390,ENSMUSG00000041417,ENSMUSG00000057967	1133
1	TRUE	0.00585	78	450	12	0.027	0.154	KEGG:05132	keg	42	Salmonella infection	1	ENSMUSG00000006304,ENSMUSG00000018916,ENSMUSG00000021250,ENSMUSG00000022965,ENSMUSG00000024862,ENSMUSG00000029380,ENSMUSG00000029684,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000051439,ENSMUSG00000052684,ENSMUSG00000052688	1133
1	TRUE	0.0267	161	450	17	0.038	0.106	KEGG:04934	keg	97	Cushing syndrome	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000019256,ENSMUSG00000020888,ENSMUSG00000023034,ENSMUSG00000024947,ENSMUSG00000028551,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000037624,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000050288,ENSMUSG00000053007,ENSMUSG00000073802	1133
1	TRUE	0.000653	129	450	19	0.042	0.147	KEGG:04380	keg	93	Osteoclast differentiation	1	ENSMUSG00000003545,ENSMUSG00000020623,ENSMUSG00000020689,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000022414,ENSMUSG00000022965,ENSMUSG00000024912,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029135,ENSMUSG00000030341,ENSMUSG00000038037,ENSMUSG00000039239,ENSMUSG00000040033,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000052837	1133
1	TRUE	0.000259	71	450	14	0.031	0.197	KEGG:05221	keg	13	Acute myeloid leukemia	1	ENSMUSG00000004040,ENSMUSG00000018916,ENSMUSG00000019960,ENSMUSG00000022346,ENSMUSG00000022952,ENSMUSG00000024014,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000034801,ENSMUSG00000034957,ENSMUSG00000037992,ENSMUSG00000041417,ENSMUSG00000051439,ENSMUSG00000055866	1133
1	TRUE	0.00611	123	450	16	0.036	0.13	KEGG:04722	keg	35	Neurotrophin signaling pathway	1	ENSMUSG00000021025,ENSMUSG00000021754,ENSMUSG00000023947,ENSMUSG00000026842,ENSMUSG00000027665,ENSMUSG00000027859,ENSMUSG00000028698,ENSMUSG00000031714,ENSMUSG00000034801,ENSMUSG00000041417,ENSMUSG00000042594,ENSMUSG00000042626,ENSMUSG00000048756,ENSMUSG00000052684,ENSMUSG00000057329,ENSMUSG00000060477	1133
1	TRUE	0.00699	175	450	20	0.044	0.114	KEGG:04621	keg	16	NOD-like receptor signaling pathway	1	ENSMUSG00000007659,ENSMUSG00000020115,ENSMUSG00000021025,ENSMUSG00000021408,ENSMUSG00000022414,ENSMUSG00000024349,ENSMUSG00000026029,ENSMUSG00000029338,ENSMUSG00000029380,ENSMUSG00000035385,ENSMUSG00000037860,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000040033,ENSMUSG00000041849,ENSMUSG00000042349,ENSMUSG00000052684,ENSMUSG00000057329,ENSMUSG00000073489,ENSMUSG00000073490	1133
1	TRUE	6.49e-05	137	450	22	0.049	0.161	KEGG:04068	keg	57	FoxO signaling pathway	1	ENSMUSG00000004040,ENSMUSG00000015312,ENSMUSG00000019970,ENSMUSG00000020184,ENSMUSG00000020950,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022508,ENSMUSG00000027381,ENSMUSG00000027665,ENSMUSG00000028680,ENSMUSG00000028698,ENSMUSG00000029513,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000036390,ENSMUSG00000039239,ENSMUSG00000041417,ENSMUSG00000044167,ENSMUSG00000048756,ENSMUSG00000052135,ENSMUSG00000073802	1133
1	TRUE	2.28e-05	99	450	19	0.042	0.192	KEGG:04620	keg	101	Toll-like receptor signaling pathway	1	ENSMUSG00000018932,ENSMUSG00000020115,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021408,ENSMUSG00000022414,ENSMUSG00000025779,ENSMUSG00000026029,ENSMUSG00000027665,ENSMUSG00000027995,ENSMUSG00000028698,ENSMUSG00000029304,ENSMUSG00000032041,ENSMUSG00000039005,ENSMUSG00000041417,ENSMUSG00000042349,ENSMUSG00000051439,ENSMUSG00000052684	1133
1	TRUE	0.00246	169	450	21	0.047	0.124	KEGG:05164	keg	88	Influenza A	1	ENSMUSG00000000385,ENSMUSG00000018932,ENSMUSG00000020115,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000022074,ENSMUSG00000022965,ENSMUSG00000023341,ENSMUSG00000026159,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000030341,ENSMUSG00000035385,ENSMUSG00000037405,ENSMUSG00000039005,ENSMUSG00000040033,ENSMUSG00000041417,ENSMUSG00000042349,ENSMUSG00000052684,ENSMUSG00000059743,ENSMUSG00000059970	1133
1	TRUE	0.0152	28	450	6	0.013	0.214	KEGG:00512	keg	102	Mucin type O-glycan biosynthesis	1	ENSMUSG00000013846,ENSMUSG00000017929,ENSMUSG00000026994,ENSMUSG00000032226,ENSMUSG00000090035,ENSMUSG00000091387	1133
1	TRUE	0.000135	103	450	18	0.04	0.175	KEGG:04064	keg	90	NF-kappa B signaling pathway	1	ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000021025,ENSMUSG00000021408,ENSMUSG00000022414,ENSMUSG00000025779,ENSMUSG00000026031,ENSMUSG00000027962,ENSMUSG00000028191,ENSMUSG00000030341,ENSMUSG00000032041,ENSMUSG00000032487,ENSMUSG00000032688,ENSMUSG00000037405,ENSMUSG00000039005,ENSMUSG00000051439,ENSMUSG00000057329,ENSMUSG00000061353	1133
1	TRUE	0.00308	235	450	26	0.058	0.111	KEGG:04014	keg	52	Ras signaling pathway	1	ENSMUSG00000004791,ENSMUSG00000006445,ENSMUSG00000007659,ENSMUSG00000008859,ENSMUSG00000020115,ENSMUSG00000022895,ENSMUSG00000023951,ENSMUSG00000024883,ENSMUSG00000026596,ENSMUSG00000026842,ENSMUSG00000027665,ENSMUSG00000027859,ENSMUSG00000027954,ENSMUSG00000028040,ENSMUSG00000028698,ENSMUSG00000029999,ENSMUSG00000031714,ENSMUSG00000032413,ENSMUSG00000032470,ENSMUSG00000034801,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000044147,ENSMUSG00000054252,ENSMUSG00000057967,ENSMUSG00000074923	1133
1	TRUE	0.00036	361	450	39	0.087	0.108	KEGG:04151	keg	68	PI3K-Akt signaling pathway	1	ENSMUSG00000001507,ENSMUSG00000004791,ENSMUSG00000006445,ENSMUSG00000007659,ENSMUSG00000015533,ENSMUSG00000019970,ENSMUSG00000020184,ENSMUSG00000020689,ENSMUSG00000022346,ENSMUSG00000023034,ENSMUSG00000023951,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000027111,ENSMUSG00000027381,ENSMUSG00000027665,ENSMUSG00000027859,ENSMUSG00000027954,ENSMUSG00000027995,ENSMUSG00000028040,ENSMUSG00000028698,ENSMUSG00000029304,ENSMUSG00000029377,ENSMUSG00000029378,ENSMUSG00000029999,ENSMUSG00000030748,ENSMUSG00000031861,ENSMUSG00000034801,ENSMUSG00000038612,ENSMUSG00000039005,ENSMUSG00000040152,ENSMUSG00000041417,ENSMUSG00000048376,ENSMUSG00000048756,ENSMUSG00000051391,ENSMUSG00000053007,ENSMUSG00000054252,ENSMUSG00000057329,ENSMUSG00000057967	1133
1	TRUE	3.02e-05	369	450	43	0.096	0.117	KEGG:05165	keg	8	Human papillomavirus infection	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000001507,ENSMUSG00000008855,ENSMUSG00000015533,ENSMUSG00000018899,ENSMUSG00000019302,ENSMUSG00000020115,ENSMUSG00000020184,ENSMUSG00000020689,ENSMUSG00000020782,ENSMUSG00000020888,ENSMUSG00000022528,ENSMUSG00000023341,ENSMUSG00000023951,ENSMUSG00000026029,ENSMUSG00000026923,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000027111,ENSMUSG00000027276,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029304,ENSMUSG00000029528,ENSMUSG00000029570,ENSMUSG00000030341,ENSMUSG00000031628,ENSMUSG00000032487,ENSMUSG00000034801,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000039191,ENSMUSG00000040033,ENSMUSG00000040152,ENSMUSG00000040289,ENSMUSG00000041417,ENSMUSG00000042349,ENSMUSG00000044167,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000050288,ENSMUSG00000053007	1133
1	TRUE	8.58e-07	178	450	30	0.067	0.169	KEGG:05225	keg	104	Hepatocellular carcinoma	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000003308,ENSMUSG00000005413,ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000015839,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020888,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029999,ENSMUSG00000031714,ENSMUSG00000032402,ENSMUSG00000034801,ENSMUSG00000036390,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000039239,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000047604,ENSMUSG00000050288,ENSMUSG00000067199	1133
1	TRUE	0.000259	71	450	14	0.031	0.197	KEGG:04115	keg	15	p53 signaling pathway	1	ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000020184,ENSMUSG00000020427,ENSMUSG00000020525,ENSMUSG00000021453,ENSMUSG00000024521,ENSMUSG00000026029,ENSMUSG00000027215,ENSMUSG00000028893,ENSMUSG00000031628,ENSMUSG00000036390,ENSMUSG00000040152,ENSMUSG00000057329	1133
1	TRUE	0.000465	85	450	15	0.033	0.176	KEGG:05323	keg	3	Rheumatoid arthritis	1	ENSMUSG00000018916,ENSMUSG00000019302,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000023951,ENSMUSG00000026166,ENSMUSG00000027995,ENSMUSG00000029371,ENSMUSG00000031712,ENSMUSG00000035385,ENSMUSG00000037405,ENSMUSG00000039005,ENSMUSG00000039239,ENSMUSG00000052684,ENSMUSG00000061353	1133
1	TRUE	0.00331	73	450	12	0.027	0.164	KEGG:05214	keg	85	Glioma	1	ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000021453,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029999,ENSMUSG00000034801,ENSMUSG00000036390,ENSMUSG00000041417,ENSMUSG00000042626	1133
1	TRUE	0.0184	104	450	13	0.029	0.125	KEGG:04660	keg	55	T cell receptor signaling pathway	1	ENSMUSG00000018916,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000023947,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000028191,ENSMUSG00000028698,ENSMUSG00000032688,ENSMUSG00000034801,ENSMUSG00000041417,ENSMUSG00000052684,ENSMUSG00000074923	1133
1	TRUE	0.00278	208	450	24	0.053	0.115	KEGG:05167	keg	75	Kaposi sarcoma-associated herpesvirus infection	1	ENSMUSG00000004040,ENSMUSG00000016477,ENSMUSG00000018916,ENSMUSG00000018983,ENSMUSG00000020115,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021109,ENSMUSG00000021250,ENSMUSG00000022346,ENSMUSG00000023951,ENSMUSG00000026029,ENSMUSG00000027544,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029380,ENSMUSG00000030341,ENSMUSG00000031628,ENSMUSG00000032487,ENSMUSG00000037405,ENSMUSG00000040033,ENSMUSG00000041417,ENSMUSG00000042349,ENSMUSG00000052684	1133
1	TRUE	1.79e-07	143	450	28	0.062	0.196	KEGG:05206	keg	46	MicroRNAs in cancer	1	ENSMUSG00000004040,ENSMUSG00000005087,ENSMUSG00000005413,ENSMUSG00000013415,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000020689,ENSMUSG00000022114,ENSMUSG00000022346,ENSMUSG00000023951,ENSMUSG00000024014,ENSMUSG00000026842,ENSMUSG00000026923,ENSMUSG00000027381,ENSMUSG00000031628,ENSMUSG00000032487,ENSMUSG00000034801,ENSMUSG00000038037,ENSMUSG00000038612,ENSMUSG00000039239,ENSMUSG00000040093,ENSMUSG00000040152,ENSMUSG00000042626,ENSMUSG00000052397,ENSMUSG00000054252,ENSMUSG00000056758,ENSMUSG00000057329	1133
1	TRUE	0.0255	134	450	15	0.033	0.112	KEGG:04915	keg	26	Estrogen signaling pathway	1	ENSMUSG00000006777,ENSMUSG00000021250,ENSMUSG00000024486,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029999,ENSMUSG00000034801,ENSMUSG00000035775,ENSMUSG00000037992,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000052684,ENSMUSG00000053007,ENSMUSG00000057329,ENSMUSG00000059970	1133
1	TRUE	0.0411	80	450	10	0.022	0.125	KEGG:01524	keg	50	Platinum drug resistance	1	ENSMUSG00000007659,ENSMUSG00000020184,ENSMUSG00000024521,ENSMUSG00000025194,ENSMUSG00000026029,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000031628,ENSMUSG00000041417,ENSMUSG00000057329	1133
1	TRUE	0.02	30	450	6	0.013	0.2	KEGG:04710	keg	4	Circadian rhythm	1	ENSMUSG00000020889,ENSMUSG00000020893,ENSMUSG00000029513,ENSMUSG00000030103,ENSMUSG00000055866,ENSMUSG00000068742	1133
1	TRUE	0.0439	198	450	19	0.042	0.096	KEGG:04062	keg	78	Chemokine signaling pathway	1	ENSMUSG00000004040,ENSMUSG00000018920,ENSMUSG00000021025,ENSMUSG00000026166,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000029371,ENSMUSG00000029380,ENSMUSG00000029528,ENSMUSG00000029684,ENSMUSG00000031778,ENSMUSG00000034801,ENSMUSG00000035373,ENSMUSG00000035385,ENSMUSG00000040033,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000048756,ENSMUSG00000061353	1133
1	TRUE	0.0265	63	450	9	0.02	0.143	KEGG:04137	keg	99	Mitophagy - animal	1	ENSMUSG00000000134,ENSMUSG00000007659,ENSMUSG00000020115,ENSMUSG00000020130,ENSMUSG00000021109,ENSMUSG00000032470,ENSMUSG00000048756,ENSMUSG00000052684,ENSMUSG00000052688	1133
1	TRUE	0.00117	73	450	13	0.029	0.178	KEGG:04917	keg	18	Prolactin signaling pathway	1	ENSMUSG00000004040,ENSMUSG00000018899,ENSMUSG00000020027,ENSMUSG00000021250,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000032578,ENSMUSG00000034801,ENSMUSG00000037104,ENSMUSG00000038037,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000048756	1133
1	TRUE	0.0153	57	450	9	0.02	0.158	KEGG:05134	keg	27	Legionellosis	1	ENSMUSG00000021025,ENSMUSG00000026029,ENSMUSG00000027995,ENSMUSG00000029380,ENSMUSG00000031628,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000051439,ENSMUSG00000059970	1133
1	TRUE	0.00699	41	450	8	0.018	0.195	KEGG:05219	keg	9	Bladder cancer	1	ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000022346,ENSMUSG00000023951,ENSMUSG00000024486,ENSMUSG00000040152,ENSMUSG00000054252	1133
1	TRUE	0.0194	49	450	8	0.018	0.163	KEGG:04330	keg	56	Notch signaling pathway	1	ENSMUSG00000020888,ENSMUSG00000022528,ENSMUSG00000026923,ENSMUSG00000027276,ENSMUSG00000029570,ENSMUSG00000039191,ENSMUSG00000039982,ENSMUSG00000063160	1133
1	TRUE	3.91e-07	150	450	28	0.062	0.187	KEGG:05224	keg	98	Breast cancer	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000020888,ENSMUSG00000021250,ENSMUSG00000021453,ENSMUSG00000022346,ENSMUSG00000022528,ENSMUSG00000026923,ENSMUSG00000027276,ENSMUSG00000027665,ENSMUSG00000028698,ENSMUSG00000034801,ENSMUSG00000036390,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000040289,ENSMUSG00000041417,ENSMUSG00000042626,ENSMUSG00000044674,ENSMUSG00000045005,ENSMUSG00000047604,ENSMUSG00000050288,ENSMUSG00000052684,ENSMUSG00000057967,ENSMUSG00000067199	1133
