ID	baseMean	log2FoldChange_x_WPIonly_vs_WPIHXB	lfcSE_x_WPIonly_vs_WPIHXB	stat_x_WPIonly_vs_WPIHXB	pvalue_x_WPIonly_vs_WPIHXB	padj_x_WPIonly_vs_WPIHXB	filter	filter1	gene_name
ENSG00000007372	657.72921025513	-0.780903234308475	0.261938584948027	-2.98124552540978	0.00287078527340897	0.0306256967847976	1	DE	PAX6
ENSG00000007866	221.123467600603	-0.989175830205057	0.354001235084873	-2.79427225717984	0.00520166651475102	0.045336388585736	1	DE	TEAD3
ENSG00000007944	131.885362776514	-1.31496871980269	0.303679052997345	-4.33012651621441	1.49023698132943e-05	0.000659741224990858	1	DE	MYLIP
ENSG00000007968	2746.93513227263	-0.896155687030819	0.220178993431687	-4.0701234621134	4.69882295382551e-05	0.0015581716668247	1	DE	E2F2
ENSG00000008083	4813.83136098313	-0.674993263652194	0.220811688395731	-3.0568728881892	0.00223659099334402	0.0258334667968052	1	DE	JARID2
ENSG00000008513	1262.18301809607	-1.23160285494218	0.189227497406865	-6.50858290586628	7.58630372838285e-11	2.42793328907119e-08	1	DE	ST3GAL1
ENSG00000010310	232.090608944354	-1.23320661119109	0.316213766570355	-3.89991436668433	9.62267167705177e-05	0.0027173434246851	1	DE	GIPR
ENSG00000010610	399.799317940179	3.71733410894158	0.35300468123523	10.5305518780486	6.24671643848378e-26	1.59936763213313e-22	1	DE	CD4
ENSG00000010626	182.125854967097	0.922672419835998	0.3160305132062	2.91956751414691	0.00350517459267854	0.0347396723178889	1	DE	LRRC23
ENSG00000011332	288.364855341944	0.620854857906199	0.221048989503276	2.80867539499428	0.00497457765189715	0.044071200627707	1	DE	DPF1
ENSG00000011422	481.373425791967	-0.904858621852321	0.21963368887089	-4.11985350018064	3.79113369630734e-05	0.00133030268086215	1	DE	PLAUR
ENSG00000011451	1833.06217764822	-0.500335423322006	0.169484234744158	-2.95210598246662	0.00315614583322828	0.0327820907978721	1	DE	WIZ
ENSG00000011523	1676.77268053282	-0.787176719365332	0.209421038745583	-3.7588234882248	0.000170714216531026	0.00417597419482425	1	DE	CEP68
ENSG00000012822	1097.3695338761	-0.767750617655364	0.241420005503913	-3.18014497619138	0.00147201388042281	0.0192779857042243	1	DE	CALCOCO1
ENSG00000013364	701.060663057479	-1.46380653675523	0.206367507364748	-7.09320258526936	1.31043405752736e-12	6.10026908840465e-10	1	DE	MVP
ENSG00000013523	1198.16004308833	0.52894070117325	0.181033395465821	2.92178523090849	0.00348031438564947	0.0346722370897192	1	DE	ANGEL1
ENSG00000013619	117.727051563695	-2.36127752216355	0.348331284022272	-6.77882702609214	1.21155474489936e-11	4.652975997786e-09	1	DE	MAMLD1
ENSG00000018699	562.862166786191	0.964973316122937	0.275420576537437	3.50363552445679	0.000458953052651977	0.00847408268610537	1	DE	TTC27
ENSG00000019485	125.167740588974	-0.669997267783004	0.237585913410979	-2.82002101119536	0.00480205050950106	0.0429139615630921	1	DE	PRDM11
ENSG00000020181	1523.93657117361	-0.932138945218472	0.253035360327804	-3.6838287898217	0.00022975659298762	0.00515258508244645	1	DE	GPR124
ENSG00000020577	14.51933909219	-1.99175764501671	0.706980558020871	-2.81727357622458	0.00484332512053216	0.0431987989592908	1	DE	SAMD4A
ENSG00000020633	1045.1374501172	-0.627200415584436	0.206715500231047	-3.03412378309034	0.00241235427615125	0.0269909587692903	1	DE	RUNX3
ENSG00000023191	2316.04236013538	0.592271737303776	0.20146831925075	2.9397760377731	0.00328449561143821	0.0336152042524409	1	DE	RNH1
ENSG00000023902	2314.2455601804	-0.769547546581917	0.219565391751381	-3.50486723086712	0.000456835044038772	0.00846550053862922	1	DE	PLEKHO1
ENSG00000026025	12794.7961961897	-0.627628352438168	0.182408116129736	-3.44079181209115	0.000580014623783581	0.00996664949727447	1	DE	VIM
ENSG00000026103	922.650717138876	-0.839915239391952	0.165814835054306	-5.06538054400786	4.07585304435001e-07	3.55757127655141e-05	1	DE	FAS
ENSG00000026652	324.08481844998	-0.748453099206314	0.197810652472163	-3.78368449753554	0.000154523682506201	0.00388509461646523	1	DE	AGPAT4
ENSG00000027075	4709.79143160645	-0.549034910163867	0.166063583847119	-3.30617283720263	0.00094579728009705	0.0139974352763496	1	DE	PRKCH
ENSG00000029639	372.875264083775	0.740141459247951	0.225479587832526	3.28252089851117	0.00102883359228408	0.0148895867477665	1	DE	TFB1M
ENSG00000030419	10997.2579228103	-1.21893300791329	0.218955245021285	-5.56704182991733	2.59100213854532e-08	3.40196366259258e-06	1	DE	IKZF2
ENSG00000031003	1279.37629032951	-0.984022132313272	0.176147454417144	-5.58635454352327	2.31885594604827e-08	3.09758826462553e-06	1	DE	FAM13B
ENSG00000031081	432.841718393728	-1.54800143957063	0.237197841095335	-6.5262037479863	6.74575433395391e-11	2.20485698038723e-08	1	DE	ARHGAP31
ENSG00000031698	4163.26683598703	0.547945117250233	0.184968807810056	2.96236497243858	0.0030528567750153	0.0320579661759114	1	DE	SARS
ENSG00000033100	1060.45879398865	-0.609919386830056	0.144253494603577	-4.22810822369451	2.35664436594693e-05	0.000928180726428328	1	DE	CHPF2
ENSG00000033627	727.945012918846	0.623979085762222	0.201946995003521	3.08981614582254	0.00200280430148161	0.0238135291635918	1	DE	ATP6V0A1
ENSG00000034053	2462.71683829261	-0.928300836863822	0.198959437945216	-4.6657793490522	3.07449488284221e-06	0.0001816553476547	1	DE	APBA2
ENSG00000034510	16912.6611103924	-1.06756538643284	0.339938772011229	-3.14046373738615	0.00168680588785393	0.0210501316403023	1	DE	TMSB10
ENSG00000035115	948.825460269153	0.632587830387004	0.180910358277064	3.49669215412308	0.000471065097163297	0.00858736649095755	1	DE	SH3YL1
ENSG00000035403	910.490371109994	-0.756139128171832	0.208223454938728	-3.63138306582385	0.000281906383966839	0.00599812447437477	1	DE	VCL
ENSG00000037897	203.426862836637	0.754051275439214	0.273036797187717	2.76172033662112	0.00574977055544711	0.0483723851439094	1	DE	METTL1
ENSG00000038210	1695.37341347087	0.541288991953032	0.150653014603124	3.59295161387236	0.000326953318077094	0.00659506995505625	1	DE	PI4K2B
ENSG00000038427	152.003288961701	-1.01436750380285	0.267258852486554	-3.79544959639413	0.000147376135620364	0.00376078437774091	1	DE	VCAN
ENSG00000039123	4150.35834881579	0.478476448948452	0.171931168361978	2.78295351277486	0.00538665236477714	0.0464625230924798	1	DE	SKIV2L2
ENSG00000041880	481.181146740608	-0.561820226558879	0.167869525284172	-3.34676723251479	0.000817598317414397	0.0126357599115895	1	DE	PARP3
ENSG00000042286	60.7093598488546	1.56266046448145	0.374949425236206	4.16765664728523	3.07747019898196e-05	0.00114193471489761	1	DE	AIFM2
ENSG00000042429	1340.37523068085	-0.465692057652563	0.153263567932887	-3.03850460963094	0.00237755467366879	0.0267379172012445	1	DE	MED17
ENSG00000043355	259.447379856946	-0.636567296190593	0.214704021914891	-2.96485967292653	0.00302821025728202	0.0318625794331276	1	DE	ZIC2
ENSG00000043462	4069.57393050751	-1.19772310406929	0.160449166914283	-7.46481348020435	8.34176911748076e-14	6.10220272298759e-11	1	DE	LCP2
ENSG00000043514	1087.48732144967	0.622937022749068	0.219515752291711	2.83777822887743	0.004542873449025	0.0412944508425575	1	DE	TRIT1
ENSG00000043591	183.074267306949	-1.32343764240048	0.227639699006212	-5.81373832498505	6.10928894659829e-09	1.02011844345264e-06	1	DE	ADRB1
ENSG00000044115	5921.62951514472	-0.552631586830616	0.137555981821497	-4.01750312500224	5.88180555916411e-05	0.0018863527557386	1	DE	CTNNA1
ENSG00000047056	887.269137895194	-0.513499888464247	0.159001815649803	-3.22952216844628	0.00123997267778141	0.017059177145916	1	DE	WDR37
ENSG00000047346	869.513670007435	-0.616129331800823	0.146628231092929	-4.20198298246083	2.64587028117986e-05	0.00101211588415811	1	DE	FAM214A
ENSG00000047365	1109.62384583995	-0.811344993077457	0.203001383457369	-3.99674612684521	6.42191077541845e-05	0.00201745180637992	1	DE	ARAP2
ENSG00000047644	157.511840179142	1.1855890119788	0.276696488037151	4.28479963872766	1.82903947864001e-05	0.000767696843466335	1	DE	WWC3
ENSG00000048162	516.019363727497	0.871868142174749	0.250862163446989	3.47548681791939	0.000509927053210999	0.00907959623087735	1	DE	NOP16
ENSG00000048471	967.899541941009	-0.861800428142913	0.233274486318668	-3.6943621299658	0.00022043945926678	0.00498141334398466	1	DE	SNX29
ENSG00000048740	6412.39782034023	-1.10893915117729	0.198830717732865	-5.57730296315272	2.44276224064829e-08	3.23497530524474e-06	1	DE	CELF2
ENSG00000049323	733.598161104102	-0.868075732724148	0.28250660984537	-3.07276255659749	0.00212087168579171	0.0248140371950741	1	DE	LTBP1
ENSG00000049769	101.494323177281	1.37510884288137	0.337744052519351	4.07145242861851	4.67209046631404e-05	0.00155689053673571	1	DE	PPP1R3F
ENSG00000051128	773.306880074986	-1.33881231121742	0.263043538541552	-5.08969852915029	3.58633214472532e-07	3.20309502367851e-05	1	DE	HOMER3
ENSG00000051382	1002.24069083408	0.690101981560231	0.172646292202538	3.99720128799897	6.40957959443336e-05	0.00201745180637992	1	DE	PIK3CB
ENSG00000052749	1156.36356805787	0.871302709002826	0.292088271222299	2.98301162643982	0.00285427151561092	0.0305130960492797	1	DE	RRP12
ENSG00000053524	182.688315240398	-0.674392058960325	0.234533702167808	-2.87545906079545	0.00403440460241344	0.0380224070566106	1	DE	MCF2L2
ENSG00000054277	312.178583068491	0.774399772493317	0.229243785929092	3.37806222033363	0.000729985616244828	0.0117794527696986	1	DE	OPN3
ENSG00000054392	181.53409654559	-1.19246307032423	0.371761685820686	-3.20760077169276	0.0013384715918209	0.0181000005224935	1	DE	HHAT
ENSG00000054598	130.154644364658	-1.16210539325733	0.331451646655422	-3.50610837201681	0.000454710040375475	0.00844650016958651	1	DE	FOXC1
ENSG00000054654	2308.69464387143	-0.874731214308294	0.303756599210603	-2.87971098103393	0.00398039875446573	0.0377449911519152	1	DE	SYNE2
ENSG00000054965	2893.4981974608	-0.502474359689713	0.168025443420384	-2.99046590481282	0.00278552224114582	0.0299448514125137	1	DE	FAM168A
ENSG00000055118	1681.16538946586	0.767877196806493	0.255569905625479	3.00456814321388	0.00265958175358646	0.0289557015581823	1	DE	KCNH2
ENSG00000057657	131.601148343175	-2.01144028638214	0.32879276506723	-6.11765373234674	9.49631334943539e-10	2.02614396769481e-07	1	DE	PRDM1
ENSG00000057935	1560.84955713999	0.624264705407224	0.150787060173745	4.14004162351805	3.47242809281752e-05	0.00124381238396402	1	DE	MTA3
ENSG00000058600	1676.21713663609	0.624389746564212	0.159521129422243	3.91415073868671	9.07229495859382e-05	0.00259531834551058	1	DE	POLR3E
ENSG00000058668	10191.4626554799	-0.969558418721836	0.200478070468758	-4.83623179560145	1.32323608244633e-06	9.19798764639842e-05	1	DE	ATP2B4
ENSG00000058804	3417.04705268904	0.48339842344073	0.149025203231523	3.24373604570584	0.00117973015491033	0.016505477813964	1	DE	NDC1
ENSG00000059588	3320.53445410271	0.870467679828748	0.173981391221987	5.00322289478703	5.63796879072886e-07	4.64187604966767e-05	1	DE	TARBP1
ENSG00000059804	480.538213807754	-1.38064589695236	0.220596873927193	-6.258682964873	3.88242219968066e-10	9.31902653617099e-08	1	DE	SLC2A3
ENSG00000060140	22.34008199238	-3.85519926048565	0.740203105556008	-5.20829922429168	1.90579417086981e-07	1.85822385512704e-05	1	DE	STYK1
ENSG00000060558	2134.26157122339	0.700975723951659	0.173277345182366	4.045397413112	5.22344361682411e-05	0.00170366328750854	1	DE	GNA15
ENSG00000060982	6138.48704848653	0.859932293059757	0.180902547812315	4.75356651113577	1.99859314682372e-06	0.000129001629922294	1	DE	BCAT1
ENSG00000062598	1952.35853059506	-0.524174824127678	0.184250380676617	-2.84490497225986	0.00444246742245912	0.0407190838566927	1	DE	ELMO2
ENSG00000063046	13021.4770170765	0.559564321188819	0.160860674611774	3.47856505351162	0.000504106064091793	0.00902639102763377	1	DE	EIF4B
ENSG00000063169	636.607838601872	-0.788173882884431	0.266186648680237	-2.96098202818296	0.00306659832830903	0.0321563710030603	1	DE	GLTSCR1
ENSG00000063180	206.747467594483	0.83019398776944	0.273359376120091	3.0370057158922	0.00238940924797674	0.0268515763477825	1	DE	CA11
ENSG00000064012	2321.48456966305	-0.613819499101448	0.131420402524355	-4.6706560572868	3.00239286742901e-06	0.000179267546480805	1	DE	CASP8
ENSG00000064300	92.951707383628	-2.67980645474508	0.616138524691911	-4.34935708018757	1.36537233333322e-05	0.000613299701305993	1	DE	NGFR
ENSG00000064393	2541.5011007537	-0.89702973911769	0.30178586984037	-2.97240470401141	0.00295476920057723	0.0312181323653834	1	DE	HIPK2
ENSG00000064666	5837.544744006	-1.02253868579362	0.249773237373536	-4.09386808829489	4.24235727841927e-05	0.00142938060138591	1	DE	CNN2
ENSG00000064687	1587.34419807923	-0.844296867803181	0.282877053275349	-2.98467782390731	0.00283877145036681	0.0304108835568584	1	DE	ABCA7
ENSG00000064989	18.8885150652098	-1.86765386026182	0.563185417237887	-3.31623263510911	0.000912398437840972	0.0136390430493455	1	DE	CALCRL
ENSG00000065057	866.289293323617	0.734258307165124	0.245641242332843	2.98914913551124	0.0027975554620544	0.0300531797259298	1	DE	NTHL1
ENSG00000065150	9821.82157396385	0.574581938418889	0.196622741835004	2.92225575259778	0.00347506059998271	0.034642362710535	1	DE	IPO5
ENSG00000065268	1612.71708364221	0.740342394727351	0.19777406643944	3.74337448815136	0.000181565315657247	0.00437865993583459	1	DE	WDR18
ENSG00000065308	1683.86755040285	-0.618043343631609	0.203239195452843	-3.04096531308604	0.00235820996450214	0.0266844527975727	1	DE	TRAM2
ENSG00000065357	3375.39963676261	-0.453882002963692	0.156483596430604	-2.90050850898595	0.00372557723010698	0.0360859504469757	1	DE	DGKA
ENSG00000065413	570.986276505314	-1.30104640756757	0.247495104436426	-5.25685714281176	1.46538052697556e-07	1.49055658941394e-05	1	DE	ANKRD44
ENSG00000065485	413.252446688829	0.797553078596233	0.223926315383016	3.56167642571197	0.000368494361332209	0.00717737370235923	1	DE	PDIA5
ENSG00000065675	1849.77608699544	-0.499928180282488	0.171737620728286	-2.91099980401759	0.00360274243515648	0.0353644276606223	1	DE	PRKCQ
ENSG00000065911	10947.2166190078	0.862764849240072	0.210567172192366	4.09733787207763	4.17928682428699e-05	0.00141863045166998	1	DE	MTHFD2
ENSG00000065978	24685.3244859143	0.59386966753006	0.194094723526886	3.05968991190941	0.00221566263628186	0.0256744150909603	1	DE	YBX1
ENSG00000066056	44.1072505262296	-3.63502491471104	0.752028044737148	-4.83362946388731	1.34066021682418e-06	9.23552567302825e-05	1	DE	TIE1
ENSG00000066735	1378.84219216994	-0.635359311446571	0.178295866573289	-3.56351116634218	0.000365927121275087	0.00715187332955201	1	DE	KIF26A
ENSG00000067066	1470.95183229318	-0.451875847149793	0.150065623958612	-3.01118827370098	0.00260227445195418	0.0285340043761029	1	DE	SP100
ENSG00000067082	896.877506718827	-0.538420985187762	0.180694093392065	-2.97973760558687	0.00288495390938332	0.0307341622440684	1	DE	KLF6
ENSG00000067141	1206.73566026324	-0.716814543090238	0.196693671089451	-3.64431930686906	0.000268100410513608	0.00577983901679278	1	DE	NEO1
ENSG00000067704	6903.83329708287	0.478129864321898	0.153964064836101	3.10546402389986	0.00189980729849619	0.0229080374564352	1	DE	IARS2
ENSG00000068831	1898.88733914793	-1.07331496894432	0.353161252204037	-3.03916401430194	0.00237235659420715	0.0267379172012445	1	DE	RASGRP2
ENSG00000068971	524.165296993193	-0.561553288863556	0.180231013030957	-3.11574173290088	0.00183482893451221	0.022405915812382	1	DE	PPP2R5B
ENSG00000069011	762.109564678031	-0.542220501229394	0.171174423930358	-3.16764904931122	0.0015367691174196	0.0198016835657408	1	DE	PITX1
ENSG00000069020	465.621235267327	-1.21001006428594	0.308677849201335	-3.91997698382534	8.85574257235326e-05	0.00255238118942759	1	DE	MAST4
ENSG00000069399	105.80593784042	-2.74475946308817	0.972901066555427	-2.82121127979234	0.00478426817340857	0.0427799346215963	1	DE	BCL3
ENSG00000069493	159.451313224118	-1.3488837335425	0.487451771617503	-2.76721475248006	0.005653749820515	0.0477989262295339	1	DE	CLEC2D
ENSG00000069667	1284.88742713764	-1.10399092994679	0.261198860904688	-4.22662995590029	2.37217294181198e-05	0.0009296255288805	1	DE	RORA
ENSG00000069812	52.856439309354	-1.84941282937217	0.467737242181205	-3.95395675731908	7.68693080807424e-05	0.00227966469254125	1	DE	HES2
ENSG00000069974	1025.18789385137	-0.695006689268168	0.16748512475807	-4.14966218804264	3.32966296843568e-05	0.00120922653714205	1	DE	RAB27A
ENSG00000069998	2071.50840103805	0.563104086731344	0.202954691865972	2.77453101258289	0.00552813630741049	0.0472057976400444	1	DE	CECR5
ENSG00000070159	515.467286265956	1.12829577061461	0.28971924932877	3.89444530602879	9.84236955732278e-05	0.00275909637116045	1	DE	PTPN3
ENSG00000070190	195.556790373526	-1.09478062707612	0.242991293066502	-4.50543150439755	6.62382031549003e-06	0.000330373791190123	1	DE	DAPP1
ENSG00000070526	101.586326694443	-2.12797046707008	0.406399300542907	-5.23615681480586	1.63954666332237e-07	1.63550102869859e-05	1	DE	ST6GALNAC1
ENSG00000070540	255.263388848813	-1.10675496544249	0.231185532369775	-4.78730201711873	1.69038357056647e-06	0.000110972959021547	1	DE	WIPI1
ENSG00000070669	1305.37181467717	1.33291248825125	0.310392382475932	4.29428221665397	1.75259422617732e-05	0.000740282447896892	1	DE	ASNS
ENSG00000070882	1807.02258840906	-0.794405167086211	0.189370557213874	-4.19497718533411	2.72899054953966e-05	0.00103512969930934	1	DE	OSBPL3
ENSG00000071462	1926.57803011173	0.863684517976855	0.231041845269486	3.73821684539204	0.000185330067183581	0.00443464251101895	1	DE	WBSCR22
ENSG00000071575	1773.81096923374	-0.538871898422843	0.195414433054848	-2.75758494395138	0.00582300820151484	0.048745021020274	1	DE	TRIB2
ENSG00000071626	5721.47734288323	0.436875850686778	0.13666659724966	3.19665418967518	0.00139031496863158	0.0186207659530238	1	DE	DAZAP1
ENSG00000071794	6027.53605663355	0.432598643536464	0.135808369130285	3.18536071309021	0.00144573680710145	0.019080150663424	1	DE	HLTF
ENSG00000071994	2859.82948684232	0.527316746777274	0.172856951785684	3.05059612199495	0.00228387562306779	0.026238975796989	1	DE	PDCD2
ENSG00000072110	4189.80909110306	-0.732141479932153	0.190310712884295	-3.84708495300146	0.0001195315315974	0.00320461324327967	1	DE	ACTN1
ENSG00000072274	14464.0946434924	0.560392938020679	0.179336725169349	3.1248085828014	0.00177920796866558	0.0219007955245518	1	DE	TFRC
ENSG00000072364	3564.15574139032	-0.653820560798423	0.223940354457134	-2.91961921013916	0.00350459325517677	0.0347396723178889	1	DE	AFF4
ENSG00000072518	2138.8395805232	-0.522579015447222	0.17337914983527	-3.01408223505383	0.00257757928806643	0.0282834093023404	1	DE	MARK2
ENSG00000072786	1595.56096532441	-0.844474461050332	0.198644480009902	-4.25118513742863	2.126422966298e-05	0.000857378204941468	1	DE	STK10
ENSG00000072858	281.43173616728	-0.997379098463908	0.248774864693536	-4.00916346469557	6.09342261635397e-05	0.00193403219488491	1	DE	SIDT1
ENSG00000073111	9566.15886662468	0.392032120223082	0.138688473315871	2.82671018614653	0.0047028869292265	0.042323227303326	1	DE	MCM2
ENSG00000073578	3343.19518207551	0.525178273891925	0.187812102484148	2.79629622876008	0.00516919965725144	0.0451188892810776	1	DE	SDHA
ENSG00000073712	1606.86768707267	-0.585737910484163	0.186642737317727	-3.13828396915892	0.0016994015204888	0.0211557586367496	1	DE	FERMT2
ENSG00000074201	4047.44531248618	0.782974074225652	0.264635783246659	2.95868557388502	0.00308954158094765	0.0322867603853863	1	DE	CLNS1A
ENSG00000074370	21423.4010153592	-0.783892541236468	0.248443960712547	-3.1552086796082	0.00160383346028749	0.0203452432840102	1	DE	ATP2A3
ENSG00000074695	5664.36197202099	0.499781302899249	0.158970598344642	3.143859984824	0.0016673519650272	0.0208751922467382	1	DE	LMAN1
ENSG00000074706	471.780556735987	-1.15388918699166	0.321506701874545	-3.58900508220796	0.000331942370673596	0.00663971184672889	1	DE	IPCEF1
ENSG00000074800	28915.3083510644	0.779546228855211	0.240056989996005	3.24733817943891	0.001164898853916	0.0163313449507432	1	DE	ENO1
ENSG00000074855	924.716818050077	-0.677905733972429	0.222565031730857	-3.04587710252797	0.0023200264359917	0.0264678719670017	1	DE	ANO8
ENSG00000074935	1066.43404593368	0.653967795099898	0.182038711949591	3.59246551514269	0.00032756401352089	0.00659506995505625	1	DE	TUBE1
ENSG00000074966	176.371655035353	-1.55874444436726	0.438075000666066	-3.55816798949332	0.000373450452046646	0.00725277603582879	1	DE	TXK
ENSG00000075239	2468.26896422995	0.741017269757184	0.266869333560279	2.77670446383382	0.00549130844557071	0.0470351340775346	1	DE	ACAT1
ENSG00000075426	330.22647805928	-1.22212829717808	0.24220784392388	-5.04578331312079	4.51667065636204e-07	3.83343064215656e-05	1	DE	FOSL2
ENSG00000075618	704.994804141792	-1.28938399752491	0.216428129607831	-5.95756198540955	2.56028617480124e-09	4.91638952716208e-07	1	DE	FSCN1
ENSG00000075826	1839.2974477748	-1.63002611095254	0.339035691012558	-4.80783042659708	1.52577099511869e-06	0.000102353249026259	1	DE	SEC31B
ENSG00000075914	1105.20244397297	0.839185895291357	0.243145571237094	3.45137232408423	0.000557743573051381	0.00970334854950771	1	DE	EXOSC7
ENSG00000076003	9140.54703102481	0.525733445046948	0.156834302745179	3.35215852555642	0.000801840906863506	0.0124801215919323	1	DE	MCM6
ENSG00000076067	380.728070392178	-0.851500661794037	0.220989473630391	-3.85312769792007	0.000116618530180338	0.00313746735662059	1	DE	RBMS2
ENSG00000076382	5449.58909681726	-0.395224198609974	0.13265441682752	-2.97935197381218	0.00288858759727929	0.0307515472414446	1	DE	SPAG5
ENSG00000076554	4255.30443113687	0.692692622884465	0.176843922666302	3.91697160094979	8.96683072978777e-05	0.00257955905750936	1	DE	TPD52
ENSG00000076641	1482.87305450684	-0.704198021217892	0.240480491324897	-2.92829583530124	0.00340825587019403	0.0342430521111319	1	DE	PAG1
ENSG00000076706	195.248632835803	-1.01317580908664	0.262518613101947	-3.85944370616181	0.000113645431679158	0.00308129611955322	1	DE	MCAM
ENSG00000076716	67.9024131386822	-0.997861852888018	0.328766382356779	-3.03516997612345	0.00240400160528907	0.0269564034017888	1	DE	GPC4
ENSG00000076864	1621.45410279345	0.965211456623152	0.242809320238875	3.97518289525946	7.03251903453789e-05	0.00213927836452616	1	DE	RAP1GAP
ENSG00000077238	762.524205344126	-1.21446826019992	0.246330480131339	-4.93023948783109	8.21288713801638e-07	6.30831861071038e-05	1	DE	IL4R
ENSG00000077348	829.041137295143	1.16346059682624	0.256303095062886	4.5393934729535	5.64162734512453e-06	0.000288064500041465	1	DE	EXOSC5
ENSG00000077585	353.345469830444	-0.674464746994754	0.177939842868337	-3.7904088040238	0.00015039954590005	0.00381260367015935	1	DE	GPR137B
ENSG00000077782	1186.01518465382	-2.19399313718148	0.202098860207934	-10.8560391430419	1.86671363524081e-27	5.73529097291387e-24	1	DE	FGFR1
ENSG00000078269	2153.4679016975	-0.688254638940874	0.237910850359402	-2.89290983534865	0.00381690851635233	0.0366096138798212	1	DE	SYNJ2
ENSG00000078596	12267.5024340843	-0.622705927124746	0.194639403667838	-3.1992798754533	0.00137771351573047	0.0184842227324467	1	DE	ITM2A
ENSG00000078699	1119.21912474994	-0.493807026597191	0.153790584874573	-3.21090544651954	0.00132317464156427	0.0179405197208387	1	DE	CBFA2T2
ENSG00000078804	565.975798377197	-1.02921950864518	0.218734766140185	-4.70533114971565	2.53454205550418e-06	0.000156002927874875	1	DE	TP53INP2
ENSG00000080298	689.45476485615	-0.657925876612841	0.222445578677468	-2.95769365489072	0.00309949989228466	0.0323248590259857	1	DE	RFX3
ENSG00000080503	2186.51886613758	-1.07899336863934	0.207425000185681	-5.20184822308523	1.97316341883321e-07	1.89448352750723e-05	1	DE	SMARCA2
ENSG00000080608	1812.89050015339	0.82702348742675	0.288038322485551	2.87122727382304	0.00408881434437412	0.0383469877645148	1	DE	KIAA0020
ENSG00000080824	58676.814976251	0.834365458090242	0.26711353205152	3.12363604974275	0.00178631261016949	0.02196773602665	1	DE	HSP90AA1
ENSG00000080845	1061.44082106337	-0.798549181015367	0.25464496073317	-3.13593160734929	0.0017130914867683	0.0212825344009166	1	DE	DLGAP4
ENSG00000080854	370.85136676354	-0.906882537643504	0.310703243604334	-2.91880614802456	0.00351374656030291	0.0347814251326152	1	DE	IGSF9B
