	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	GFP	Vpr	log2fold_Vpr_GFP	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.QMCDP007A3_pWPIonly_S1	countData.QMCDP008AB_pWPIonly_S2	countData.QMCDP009AJ_pWPIonly_S3	countData.QMCDP010AM_pWPIHXB_S1	countData.QMCDP011AU_pWPIHXB_S2	countData.QMCDP012A4_pWPIHXB_S3	transcripts	gene_name
37	ENSG00000095564	E001	50.5082295176611	0.00421399195837782	18.6549820424395	1.56637434948294e-05	0.01970198836688	10.6512887111016	13.2788069107594	0.765856672646957	10	93683526	93683847	322	+	50	41	23	55	58	82	ENST00000265990	BTAF1
38	ENSG00000096384	E002	37.5644761031931	0.0829555423900644	28.3320464587754	1.0219016764101e-07	0.000438984955243257	6.47326489301392	14.8457670131829	2.76455150243447	6	44215603	44215816	214	+	25	20	13	38	63	71	ENST00000371554	HSP90AB1
39	ENSG00000100060	E020	12.8093668577635	0.00625127876316155	15.464955801331	8.4049209997011e-05	0.0552786710710269	5.15099346178574	7.96847293023253	1.33731451101042	22	37876808	37877105	298	-	10	11	7	15	17	18	ENST00000466943	MFNG
40	ENSG00000100413	E006	21.5911477046514	0.004345498592793	13.5561834033096	0.000231527407926336	0.0957230410083971	9.33075556180693	6.92795507697702	-0.941460899700254	22	41925216	41925340	125	-	29	30	36	10	16	13	c("ENST00000407461", "ENST00000431534", "ENST00000396504", "ENST00000432789", "ENST00000337566", "ENST00000355209")	POLR3H
41	ENSG00000100599	E026	28.3399612289185	0.00671002683188056	16.4932107848792	4.8824592187286e-05	0.0407832047180079	7.67095826935899	10.4246016398807	0.989555459827255	14	93151496	93154030	2535	+	24	11	13	32	40	52	ENST00000556418	RIN3
42	ENSG00000101126	E002	3261.2836525411	0.00308111417628088	19.8332958413906	8.44979034986894e-06	0.013614351916358	39.7426539391834	40.3059189134236	0.109692808481373	20	49506840	49510732	3893	-	3209	3479	2517	2994	3566	4300	c("ENST00000371602", "ENST00000396029", "ENST00000396032", "ENST00000349014")	ADNP
43	ENSG00000101974	E044	4.51411835034472	0.0135303944829824	14.3657546294648	0.000150514955832319	0.0796653120333358	2.20664105668407	5.07956763147743	2.45049847920776	X	138901497	138901586	90	-	1	3	0	4	10	10	c("ENST00000370543", "ENST00000361648", "ENST00000485626", "ENST00000359686", "ENST00000370557", "ENST00000327569")	ATP11C
44	ENSG00000102804	E004	159.369598059067	0.00358848935428162	14.0915735659126	0.000174122084610626	0.0843118882172708	19.6220409184177	17.7218159392737	-0.432592801601587	13	45008151	45008702	552	-	183	207	177	118	161	139	c("ENST00000458659", "ENST00000261489")	TSC22D1
45	ENSG00000103187	E010	30.6674339323564	0.0030203868851316	13.793298637946	0.000204062807883632	0.089935246144626	7.79489200432598	10.3656976394923	0.920361177263254	16	84649630	84650081	452	-	15	10	17	30	52	63	ENST00000567786	COTL1
46	ENSG00000103253	E037	8.00094773823818	0.00819177955638095	14.3392183472561	0.000152651379614695	0.0800229208294027	6.05093448936471	3.04526237096682	-2.03955336592104	16	778794	778895	102	+	11	13	20	1	0	5	c("ENST00000569385", "ENST00000562141", "ENST00000563156", "ENST00000389701", "ENST00000564545", "ENST00000549114", "ENST00000389703", "ENST00000567696", "ENST00000341413", "ENST00000561561", "ENST00000564537", "ENST00000561546")	HAGHL
47	ENSG00000103253	E045	64.2795254327933	0.0085755463160849	13.5611616273837	0.000230914143570063	0.0957230410083971	13.980792760649	11.4940339267767	-0.695083198516056	16	779314	779715	402	+	67	85	141	33	33	36	c("ENST00000389701", "ENST00000389703", "ENST00000549114", "ENST00000567696", "ENST00000341413", "ENST00000564537")	HAGHL
48	ENSG00000103253	E049	135.649615123395	0.00561755127162125	21.1537883922663	4.2386253937846e-06	0.00844349591625142	16.6863362915099	18.6748026850136	0.463528748688757	16	783848	785525	1678	+	128	146	196	84	119	164	ENST00000569604	HAGHL
49	ENSG00000103423	E029	21.7982605680977	0.0042020051699568	18.6318357190907	1.58550665571703e-05	0.01970198836688	6.9137189755449	9.9400389510475	1.15489480142111	16	4499555	4500400	846	+	18	19	19	26	23	27	ENST00000576180	DNAJA3
50	ENSG00000103769	E029	219.450069744107	0.00201703364387411	14.2510820553913	0.000159968810468069	0.08151861773257	20.0181745568418	21.5821364542663	0.341643397215793	15	66180262	66180585	324	+	203	233	228	156	262	274	c("ENST00000261890", "ENST00000569896", "ENST00000564910")	RAB11A
51	ENSG00000104064	E008	7.91232281558183	0.0080426010369176	16.5721377304101	4.68340512841382e-05	0.0403816788437024	6.3692901780186	3.40140820116953	-1.87185458231966	15	50578091	50578264	174	-	12	16	13	2	4	3	c("ENST00000396464", "ENST00000429662", "ENST00000560825", "ENST00000359031")	GABPB1
52	ENSG00000104886	E034	5.94271335976732	0.0111307765240782	19.4489826853663	1.03322857927309e-05	0.0154257652941904	2.59678921111461	6.12480170779658	2.54157715713663	19	2236377	2236664	288	-	3	2	2	11	8	9	c("ENST00000589791", "ENST00000589097")	PLEKHJ1
53	ENSG00000105221	E001	139.571136221301	0.0046364960733897	18.1656505245323	2.02498389233546e-05	0.0228454333666409	18.9017244679172	16.2780463822007	-0.613338409347135	19	40736224	40738241	2018	-	150	216	211	83	114	92	ENST00000392038	AKT2
54	ENSG00000105325	E023	5.91649806940813	0.0222629162050833	15.9787263018276	6.40582869899116e-05	0.0480709180766349	5.80328767372193	2.45261453901387	-2.54421310363855	19	3534283	3534418	136	+	9	8	14	4	0	1	ENST00000588084	FZR1
55	ENSG00000105993	E046	217.818184916842	0.00688067724346697	35.721240365093	2.27668194952649e-09	2.49437827754021e-05	22.58578615119	18.7751200171113	-0.835189996366046	7	157178306	157179012	707	+	242	268	282	154	218	179	c("ENST00000487480", "ENST00000429029")	DNAJB6
56	ENSG00000105993	E049	85.5441290648417	0.0225358707861347	13.8828548119066	0.000194565300414037	0.0882511849396791	12.6713283631361	16.2514145717883	0.927666966932251	7	157202696	157208098	5403	+	35	78	44	80	150	140	ENST00000459889	DNAJB6
57	ENSG00000106355	E007	488.592338124355	0.00289715809765905	15.2246983243918	9.54469193827624e-05	0.0604471409330301	26.5322428309086	25.6237575452645	-0.186322098317719	7	32526677	32526905	229	-	501	534	808	349	398	401	c("ENST00000409987", "ENST00000409292", "ENST00000468872", "ENST00000409782", "ENST00000480956", "ENST00000410044", "ENST00000223084", "ENST00000450169", "ENST00000409952", "ENST00000409909")	LSM5
58	ENSG00000106638	E001	51.6326036961061	0.00555168845944434	16.2242495396128	5.62692156488615e-05	0.044352286366335	13.2521005791039	10.5576213823038	-0.788218952557369	7	72983262	72983989	728	-	78	80	67	31	37	28	ENST00000305632	TBL2
59	ENSG00000107521	E020	16.6066545131085	0.00526014514836577	14.1175702820562	0.000171732165169906	0.083996961965827	8.61264671513371	5.84826200358026	-1.20147017595487	10	100188913	100189329	417	-	25	20	27	11	9	10	c("ENST00000338546", "ENST00000414009")	HPS1
60	ENSG00000107758	E006	15.6635803873787	0.0264063783012804	14.4607446161061	0.0001431111227033	0.0770562524930416	8.30645861137512	4.8841306820936	-1.62798323402904	10	75203538	75203894	357	-	19	28	33	8	5	4	ENST00000342558	PPP3CB
61	ENSG00000108010	E009	14.7002587984809	0.00511471901353788	15.7853587330319	7.09494299922348e-05	0.0508062839791453	8.06862805323166	5.12359876093086	-1.39272961239047	10	131967697	131967754	58	+	28	19	24	7	7	6	c("ENST00000331244", "ENST00000368644", "ENST00000481034")	GLRX3
62	ENSG00000108292	E032	11.4949902040009	0.00526314011621131	13.9826394405607	0.000184506413127376	0.0867591915667878	7.69773883543406	4.86090803152826	-1.40206944251361	17	36878931	36879021	91	+	16	17	15	5	7	12	c("ENST00000325718", "ENST00000494578")	MLLT6
63	ENSG00000108424	E023	174.940460550378	0.0011508570763232	13.7715292170348	0.00020644120094241	0.089935246144626	18.6176107550934	19.9575164660706	0.300977789782922	17	45747044	45747235	192	+	219	215	144	164	166	168	c("ENST00000582097", "ENST00000583013", "ENST00000290158", "ENST00000537679", "ENST00000535458", "ENST00000540627")	KPNB1
64	ENSG00000108518	E005	126.43001349487	0.00131813011591112	14.5027334290325	0.0001399563155071	0.077054742912507	16.1961530656884	18.1854023119658	0.469735152462848	17	4850116	4850764	649	-	90	115	134	117	140	177	ENST00000574872	PFN1
65	ENSG00000108641	E003	20.3000792310654	0.00690079146904824	13.4367181297799	0.000246746898190701	0.0979495784767014	8.73108458857094	6.64655811068698	-0.854805012397009	17	19246483	19246766	284	-	32	29	33	14	6	11	c("ENST00000477478", "ENST00000261499", "ENST00000395615")	B9D1
66	ENSG00000109046	E030	65.3378433616052	0.00773866193541387	19.4379821688157	1.03919670774324e-05	0.0154257652941904	11.6327666704511	14.7919927840908	0.863893140086494	17	25633909	25634769	861	+	48	54	34	57	100	110	ENST00000581185	WSB1
67	ENSG00000110066	E007	72.1376883872797	0.0232421353511713	13.4523742753472	0.000244696316756506	0.0978944142172102	15.8471657625249	12.0646516491025	-1.00146366574976	11	67933874	67934448	575	-	89	88	94	59	45	68	c("ENST00000402185", "ENST00000401547", "ENST00000405515")	SUV420H1
68	ENSG00000110987	E001	263.471276728449	0.0118400351221645	15.8982353954836	6.684100765125e-05	0.0484982415912997	23.5808948829104	20.3208810175595	-0.700104403750706	12	122457328	122459791	2464	+	259	302	393	139	238	301	ENST00000538010	BCL7A
69	ENSG00000111011	E051	9.35868065429075	0.00705678977207635	38.2251419772901	6.30349825485661e-10	9.33406952921533e-06	3.05760818952302	7.73885778882608	2.78697074170019	12	123007454	123008303	850	-	2	3	5	17	15	13	ENST00000527173	RSRC2
70	ENSG00000112200	E025	488.970205466159	0.0126621118243039	23.5021852676076	1.24771968064916e-06	0.00310687871934736	24.1035532988951	27.9943803452642	0.798722790163925	6	56967678	56974514	6837	+	492	383	289	493	555	782	ENST00000370708	ZNF451
71	ENSG00000112200	E049	25.198870506189	0.0104041124299497	14.6551633054012	0.000129080554396299	0.0728985757771509	10.2063048903132	7.45732089337353	-1.00743556150794	6	57033221	57033430	210	+	50	32	27	9	21	19	c("ENST00000504603", "ENST00000357489", "ENST00000370706", "ENST00000504364")	ZNF451
72	ENSG00000112739	E007	6.37235930313406	0.0110933078580933	16.2370012599373	5.58917507884193e-05	0.044352286366335	2.74047792049738	6.09969072922607	2.37202829433401	6	4041006	4041081	76	+	3	3	1	11	7	13	c("ENST00000481109", "ENST00000337659", "ENST00000538861", "ENST00000480058")	PRPF4B
73	ENSG00000113369	E019	13.4391135382658	0.00570687176768632	13.7221550487548	0.000211939550580542	0.091209014199968	8.08334351171547	5.59400524031785	-1.13429494722845	5	90676597	90676837	241	-	19	15	10	11	14	14	ENST00000508948	ARRDC3
74	ENSG00000113638	E008	10.1478521717098	0.00856475604749547	13.8868145220482	0.000194155804428469	0.0882511849396791	7.1055868374527	4.21282440511519	-1.57800558562792	5	40755926	40756047	122	-	11	16	21	4	6	5	c("ENST00000504251", "ENST00000511730", "ENST00000337702", "ENST00000503936")	TTC33
75	ENSG00000114098	E042	84.4052465107897	0.00235426597494167	34.2311416294509	4.89394986274293e-09	4.46825779051534e-05	15.6752651071745	13.1852534152656	-0.644737928943138	3	137964525	137965314	790	+	131	117	121	49	53	52	c("ENST00000486832", "ENST00000358441", "ENST00000471453")	ARMC8
76	ENSG00000114302	E003	104.138686731224	0.00135314941527708	13.4920524098475	0.000239576007696076	0.0978944142172102	16.9422093049266	15.2878095416051	-0.403087976066613	3	48784948	48785373	426	-	115	142	100	77	107	105	c("ENST00000454963", "ENST00000265563")	PRKAR2A
77	ENSG00000114861	E015	23.5809868125879	0.00606011623148532	15.2904322089347	9.21822372263296e-05	0.0589145182444141	6.99879719836703	9.57375241678694	0.993817498738893	3	71026979	71027180	202	-	11	20	7	29	33	44	c("ENST00000468577", "ENST00000498215", "ENST00000475937", "ENST00000497355", "ENST00000491238", "ENST00000484350", "ENST00000327590", "ENST00000493089", "ENST00000318789")	FOXP1
78	ENSG00000115085	E018	556.606673915847	0.00063897252650896	23.8160676099142	1.05993972479085e-06	0.00283241746652523	26.5503166929848	27.9240910184824	0.279292717811044	2	98350246	98350868	623	+	270	635	719	245	779	825	ENST00000487283	ZAP70
79	ENSG00000115310	E030	5.31323738726919	0.0109971070060129	19.5267800147796	9.91991947876681e-06	0.0154257652941904	5.57432583782419	1.97542735435515	-3.05136728025339	2	55277564	55277680	117	-	9	14	8	1	2	0	c("ENST00000357732", "ENST00000337526", "ENST00000317610", "ENST00000394611")	RTN4
80	ENSG00000115380	E037	182.058761269486	0.00497503671456985	14.4080121328145	0.000147174791570109	0.0786573878731917	18.3985083073258	20.6461712911181	0.502714158379614	2	56150933	56151274	342	-	68	202	202	75	294	299	ENST00000394555	EFEMP1
81	ENSG00000115524	E027	316.824717442116	0.00116359178504968	14.8070351344571	0.000119090402148024	0.0692636553203449	22.4772282306936	23.9716352353668	0.315378309350892	2	198273093	198273305	213	-	302	357	299	313	310	359	c("ENST00000468925", "ENST00000335508")	SF3B1
82	ENSG00000115825	E031	5.16632554313902	0.0117077604059857	14.035892479895	0.000179354266895452	0.0853748037303652	2.47358376220494	5.27033139834552	2.22890223283141	2	37543380	37543531	152	-	3	2	0	8	9	9	c("ENST00000464552", "ENST00000234179", "ENST00000494667", "ENST00000379066")	PRKD3
83	ENSG00000116350	E019	12.6969040856941	0.00570624441864164	13.5234966132507	0.000235595045955103	0.0970385880636578	5.20419762790969	7.8871666703913	1.27417672946571	1	29493241	29493424	184	-	11	10	7	12	17	21	c("ENST00000605204", "ENST00000472353")	SRSF4
84	ENSG00000116353	E004	15.2675143189355	0.0049717864006698	16.5866726075899	4.64764772682751e-05	0.0403816788437024	7.7959522102068	5.02212679057483	-1.34431889262608	1	29520386	29520543	158	-	24	24	31	5	6	5	c("ENST00000373791", "ENST00000483435", "ENST00000473030", "ENST00000263702", "ENST00000475773")	MECR
85	ENSG00000116497	E031	23.6900321387166	0.00670039062927232	13.5798669144777	0.000228624444537025	0.095605157986128	7.44512368904894	9.96448020167788	0.933174599792092	1	33300666	33302779	2114	+	24	20	12	21	33	36	ENST00000356689	S100PBP
86	ENSG00000116679	E021	105.711888758997	0.0158758267197765	13.5852211518483	0.000227973258147239	0.095605157986128	14.3953592418286	17.8575913835838	0.844989813222733	1	185274776	185275616	841	-	113	87	73	99	132	144	ENST00000480769	IVNS1ABP
87	ENSG00000116754	E059	215.115559565621	0.00212735824267913	26.6838785115176	2.39612398595588e-07	0.00089438974995407	21.6356562741578	19.2204854697685	-0.531155251261499	1	70717685	70718735	1051	+	287	248	314	125	191	163	ENST00000370950	SRSF11
88	ENSG00000117228	E021	4.44851561322799	0.0145345575770786	14.5287019960706	0.000138040321010264	0.0763837053056897	1.27807302847273	4.59498344661731	3.73391099951317	1	89525039	89525109	71	-	1	0	0	5	12	9	c("ENST00000493139", "ENST00000370473")	GBP1
89	ENSG00000119574	E003	187.505366957913	0.00132825304124687	13.9523438739227	0.000187503728695562	0.0870478115395895	19.1212079577235	20.3667934587343	0.277262858857979	19	59027762	59028675	914	-	232	201	148	174	186	211	c("ENST00000354590", "ENST00000600990", "ENST00000594051")	ZBTB45
90	ENSG00000119729	E014	5.16577791353365	0.0122742521383121	15.3133725803994	9.10695460753473e-05	0.0586927153359247	5.13047167261024	2.40200202168109	-2.23367556635438	2	46803796	46804264	469	+	10	12	7	1	1	2	ENST00000494370	RHOQ
91	ENSG00000120437	E003	14.4619029077642	0.0123939848891493	14.1609512803776	0.000167817409755089	0.0834415146564026	5.41114832882814	8.39975731472047	1.35625672190431	6	160183527	160183809	283	+	15	10	6	21	14	21	c("ENST00000541436", "ENST00000467951")	ACAT2
92	ENSG00000120675	E004	7.87667295983512	0.010472073844735	16.083772067325	6.06011217888941e-05	0.0464672378815599	6.49857634459764	3.42617759550556	-1.91207160581205	13	43652748	43652824	77	+	16	12	11	4	4	2	c("ENST00000379221", "ENST00000474320")	DNAJC15
93	ENSG00000120725	E040	48.9585173478459	0.0210634238034332	14.2375871375045	0.00016111998778547	0.0817251301007023	13.0913198987343	10.0529507079056	-0.907344598806593	5	138616257	138616374	118	-	89	71	58	34	31	20	c("ENST00000508744", "ENST00000509400")	SIL1
94	ENSG00000121680	E001	12.6327660731259	0.00975087106210278	17.8084517817542	2.44295670007553e-05	0.0254909735213024	4.72179318816483	7.87198472042076	1.55901173824971	11	45931220	45931720	501	-	11	6	3	14	22	21	ENST00000241041	PEX16
95	ENSG00000122417	E006	184.655744211285	0.00560580716950569	15.7103620349602	7.38186640756282e-05	0.0521788417642192	18.5121161688047	20.5915872587299	0.464781068570341	1	86815777	86817891	2115	-	170	167	135	157	215	294	c("ENST00000294678", "ENST00000359242")	ODF2L
96	ENSG00000122687	E006	43.1961673405224	0.00371202170763873	14.0855065334957	0.000174684640891189	0.0843118882172708	10.2972835598258	12.2131622953641	0.581706369199	7	2277650	2278468	819	-	40	40	27	49	62	45	ENST00000486040	FTSJ2
97	ENSG00000123104	E009	21.1046288994655	0.0138834691066954	13.7732342486513	0.00020625391581224	0.089935246144626	9.54966957767992	6.64008605121923	-1.14776957742771	12	26568236	26568431	196	-	27	39	28	12	14	12	c("ENST00000381340", "ENST00000451599", "ENST00000538984")	ITPR2
