query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection	original.query.size
1	TRUE	0.0271	140	1512	38	0.025	0.271	KEGG:04120	keg	115	Ubiquitin mediated proteolysis	1	ENSMUSG00000001403,ENSMUSG00000002109,ENSMUSG00000006398,ENSMUSG00000014349,ENSMUSG00000018363,ENSMUSG00000019927,ENSMUSG00000019944,ENSMUSG00000020184,ENSMUSG00000020271,ENSMUSG00000020390,ENSMUSG00000020794,ENSMUSG00000020802,ENSMUSG00000022075,ENSMUSG00000022400,ENSMUSG00000024589,ENSMUSG00000025860,ENSMUSG00000026965,ENSMUSG00000027164,ENSMUSG00000027300,ENSMUSG00000028277,ENSMUSG00000029176,ENSMUSG00000030610,ENSMUSG00000032307,ENSMUSG00000032596,ENSMUSG00000036309,ENSMUSG00000036782,ENSMUSG00000036986,ENSMUSG00000038037,ENSMUSG00000038545,ENSMUSG00000038780,ENSMUSG00000038965,ENSMUSG00000040749,ENSMUSG00000040782,ENSMUSG00000051675,ENSMUSG00000057367,ENSMUSG00000074781,ENSMUSG00000078578,ENSMUSG00000079658	3569
1	TRUE	0.00104	203	1512	59	0.039	0.291	KEGG:04510	keg	14	Focal adhesion	1	ENSMUSG00000000058,ENSMUSG00000000184,ENSMUSG00000000441,ENSMUSG00000000555,ENSMUSG00000001506,ENSMUSG00000001507,ENSMUSG00000001847,ENSMUSG00000004791,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000014956,ENSMUSG00000015533,ENSMUSG00000015647,ENSMUSG00000017776,ENSMUSG00000019699,ENSMUSG00000020122,ENSMUSG00000020580,ENSMUSG00000020689,ENSMUSG00000021936,ENSMUSG00000022438,ENSMUSG00000022607,ENSMUSG00000022781,ENSMUSG00000022812,ENSMUSG00000023951,ENSMUSG00000024048,ENSMUSG00000024122,ENSMUSG00000024290,ENSMUSG00000025809,ENSMUSG00000025856,ENSMUSG00000025860,ENSMUSG00000026193,ENSMUSG00000026479,ENSMUSG00000026639,ENSMUSG00000027087,ENSMUSG00000027111,ENSMUSG00000027646,ENSMUSG00000027665,ENSMUSG00000028019,ENSMUSG00000029304,ENSMUSG00000029528,ENSMUSG00000029580,ENSMUSG00000029860,ENSMUSG00000030403,ENSMUSG00000031284,ENSMUSG00000031834,ENSMUSG00000033327,ENSMUSG00000040152,ENSMUSG00000042626,ENSMUSG00000050965,ENSMUSG00000052681,ENSMUSG00000052911,ENSMUSG00000057329,ENSMUSG00000057367,ENSMUSG00000058230,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000070348,ENSMUSG00000074923	3569
1	TRUE	0.00894	68	1512	23	0.015	0.338	KEGG:00980	keg	35	Metabolism of xenobiotics by cytochrome P450	1	ENSMUSG00000001663,ENSMUSG00000008540,ENSMUSG00000019102,ENSMUSG00000022947,ENSMUSG00000024087,ENSMUSG00000025068,ENSMUSG00000025069,ENSMUSG00000025934,ENSMUSG00000028138,ENSMUSG00000028743,ENSMUSG00000029260,ENSMUSG00000032348,ENSMUSG00000035811,ENSMUSG00000040703,ENSMUSG00000051483,ENSMUSG00000054630,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000070704,ENSMUSG00000074183,ENSMUSG00000074604,ENSMUSG00000090124,ENSMUSG00000090145	3569
1	TRUE	0.00142	280	1512	76	0.05	0.271	KEGG:05166	keg	85	Human T-cell leukemia virus 1 infection	1	ENSMUSG00000000126,ENSMUSG00000000184,ENSMUSG00000002603,ENSMUSG00000003575,ENSMUSG00000003814,ENSMUSG00000006398,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000007659,ENSMUSG00000016477,ENSMUSG00000018916,ENSMUSG00000018983,ENSMUSG00000019699,ENSMUSG00000020135,ENSMUSG00000020167,ENSMUSG00000020368,ENSMUSG00000020484,ENSMUSG00000020888,ENSMUSG00000020918,ENSMUSG00000020919,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000021469,ENSMUSG00000021611,ENSMUSG00000021936,ENSMUSG00000022346,ENSMUSG00000022382,ENSMUSG00000022812,ENSMUSG00000022895,ENSMUSG00000022994,ENSMUSG00000023027,ENSMUSG00000024563,ENSMUSG00000024912,ENSMUSG00000024927,ENSMUSG00000025199,ENSMUSG00000025856,ENSMUSG00000025860,ENSMUSG00000025958,ENSMUSG00000026436,ENSMUSG00000026965,ENSMUSG00000027665,ENSMUSG00000028551,ENSMUSG00000028645,ENSMUSG00000029176,ENSMUSG00000030265,ENSMUSG00000031805,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000032470,ENSMUSG00000033352,ENSMUSG00000033953,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000037405,ENSMUSG00000037868,ENSMUSG00000038387,ENSMUSG00000038418,ENSMUSG00000039239,ENSMUSG00000041075,ENSMUSG00000042406,ENSMUSG00000044303,ENSMUSG00000044786,ENSMUSG00000045005,ENSMUSG00000048450,ENSMUSG00000049791,ENSMUSG00000050288,ENSMUSG00000055723,ENSMUSG00000059743,ENSMUSG00000063889,ENSMUSG00000067212,ENSMUSG00000070348,ENSMUSG00000073411,ENSMUSG00000073802,ENSMUSG00000081683	3569
1	TRUE	7.96e-05	87	1512	34	0.022	0.391	KEGG:04012	keg	124	ErbB signaling pathway	1	ENSMUSG00000000441,ENSMUSG00000004936,ENSMUSG00000016933,ENSMUSG00000017776,ENSMUSG00000018166,ENSMUSG00000019699,ENSMUSG00000020122,ENSMUSG00000020919,ENSMUSG00000021936,ENSMUSG00000022346,ENSMUSG00000022607,ENSMUSG00000022781,ENSMUSG00000022812,ENSMUSG00000024486,ENSMUSG00000026596,ENSMUSG00000026842,ENSMUSG00000027646,ENSMUSG00000027665,ENSMUSG00000028991,ENSMUSG00000029377,ENSMUSG00000029378,ENSMUSG00000029999,ENSMUSG00000030265,ENSMUSG00000031284,ENSMUSG00000031714,ENSMUSG00000031834,ENSMUSG00000033352,ENSMUSG00000042626,ENSMUSG00000050965,ENSMUSG00000057897,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000074923,ENSMUSG00000082361	3569
1	TRUE	0.00479	150	1512	44	0.029	0.293	KEGG:05224	keg	109	Breast cancer	1	ENSMUSG00000000126,ENSMUSG00000000142,ENSMUSG00000000441,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018983,ENSMUSG00000019699,ENSMUSG00000020122,ENSMUSG00000020135,ENSMUSG00000020888,ENSMUSG00000021250,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022346,ENSMUSG00000022382,ENSMUSG00000022528,ENSMUSG00000022812,ENSMUSG00000024576,ENSMUSG00000024985,ENSMUSG00000026923,ENSMUSG00000027276,ENSMUSG00000027665,ENSMUSG00000028991,ENSMUSG00000030265,ENSMUSG00000031834,ENSMUSG00000036390,ENSMUSG00000036585,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000040289,ENSMUSG00000041075,ENSMUSG00000042626,ENSMUSG00000045005,ENSMUSG00000047604,ENSMUSG00000049791,ENSMUSG00000050288,ENSMUSG00000057967,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000070348,ENSMUSG00000081683	3569
1	TRUE	0.0172	76	1512	24	0.016	0.316	KEGG:05133	keg	23	Pertussis	1	ENSMUSG00000000001,ENSMUSG00000000555,ENSMUSG00000001175,ENSMUSG00000003184,ENSMUSG00000007815,ENSMUSG00000018899,ENSMUSG00000021250,ENSMUSG00000021936,ENSMUSG00000024164,ENSMUSG00000024927,ENSMUSG00000025779,ENSMUSG00000025809,ENSMUSG00000027164,ENSMUSG00000029371,ENSMUSG00000031392,ENSMUSG00000031628,ENSMUSG00000032041,ENSMUSG00000032508,ENSMUSG00000036438,ENSMUSG00000038521,ENSMUSG00000039005,ENSMUSG00000051439,ENSMUSG00000055172,ENSMUSG00000056201	3569
1	TRUE	0.0387	117	1512	32	0.021	0.274	KEGG:04670	keg	129	Leukocyte transendothelial migration	1	ENSMUSG00000000001,ENSMUSG00000001847,ENSMUSG00000006519,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000015340,ENSMUSG00000016933,ENSMUSG00000020580,ENSMUSG00000022469,ENSMUSG00000022607,ENSMUSG00000023906,ENSMUSG00000024048,ENSMUSG00000024290,ENSMUSG00000025809,ENSMUSG00000027665,ENSMUSG00000029528,ENSMUSG00000029580,ENSMUSG00000030403,ENSMUSG00000031207,ENSMUSG00000031834,ENSMUSG00000034101,ENSMUSG00000037405,ENSMUSG00000037815,ENSMUSG00000038235,ENSMUSG00000043733,ENSMUSG00000047230,ENSMUSG00000050965,ENSMUSG00000052681,ENSMUSG00000053062,ENSMUSG00000058230,ENSMUSG00000061353,ENSMUSG00000070473	3569
1	TRUE	0.000125	78	1512	31	0.021	0.397	KEGG:05132	keg	77	Salmonella infection	1	ENSMUSG00000001847,ENSMUSG00000003546,ENSMUSG00000004591,ENSMUSG00000006304,ENSMUSG00000006699,ENSMUSG00000008475,ENSMUSG00000018293,ENSMUSG00000018916,ENSMUSG00000020009,ENSMUSG00000020580,ENSMUSG00000021250,ENSMUSG00000021936,ENSMUSG00000022965,ENSMUSG00000024290,ENSMUSG00000024927,ENSMUSG00000026755,ENSMUSG00000027012,ENSMUSG00000028917,ENSMUSG00000029380,ENSMUSG00000029580,ENSMUSG00000029684,ENSMUSG00000032435,ENSMUSG00000032508,ENSMUSG00000035770,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000051439,ENSMUSG00000052688,ENSMUSG00000057672,ENSMUSG00000079426,ENSMUSG00000079477	3569
1	TRUE	0.0198	30	1512	12	0.008	0.4	KEGG:04710	keg	4	Circadian rhythm	1	ENSMUSG00000020271,ENSMUSG00000020889,ENSMUSG00000022400,ENSMUSG00000025958,ENSMUSG00000028150,ENSMUSG00000029238,ENSMUSG00000029513,ENSMUSG00000030103,ENSMUSG00000036309,ENSMUSG00000055116,ENSMUSG00000055866,ENSMUSG00000068742	3569
1	TRUE	0.000534	85	1512	31	0.021	0.365	KEGG:04350	keg	121	TGF-beta signaling pathway	1	ENSMUSG00000000532,ENSMUSG00000002603,ENSMUSG00000007613,ENSMUSG00000007815,ENSMUSG00000007872,ENSMUSG00000008999,ENSMUSG00000018363,ENSMUSG00000020349,ENSMUSG00000021253,ENSMUSG00000021765,ENSMUSG00000022346,ENSMUSG00000022400,ENSMUSG00000024232,ENSMUSG00000024290,ENSMUSG00000024563,ENSMUSG00000025880,ENSMUSG00000026836,ENSMUSG00000027358,ENSMUSG00000031681,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036309,ENSMUSG00000036867,ENSMUSG00000038780,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000041324,ENSMUSG00000042745,ENSMUSG00000047407,ENSMUSG00000061393,ENSMUSG00000073802	3569
1	TRUE	0.0211	57	1512	19	0.013	0.333	KEGG:05134	keg	65	Legionellosis	1	ENSMUSG00000015656,ENSMUSG00000020088,ENSMUSG00000020149,ENSMUSG00000020386,ENSMUSG00000021025,ENSMUSG00000024164,ENSMUSG00000024927,ENSMUSG00000026029,ENSMUSG00000027879,ENSMUSG00000027995,ENSMUSG00000029380,ENSMUSG00000031628,ENSMUSG00000032508,ENSMUSG00000039005,ENSMUSG00000039193,ENSMUSG00000048076,ENSMUSG00000051439,ENSMUSG00000078566,ENSMUSG00000078942	3569
1	TRUE	0.0224	99	1512	29	0.019	0.293	KEGG:04620	keg	116	Toll-like receptor signaling pathway	1	ENSMUSG00000001847,ENSMUSG00000003184,ENSMUSG00000004936,ENSMUSG00000018932,ENSMUSG00000019699,ENSMUSG00000020115,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021408,ENSMUSG00000021936,ENSMUSG00000022414,ENSMUSG00000022971,ENSMUSG00000024927,ENSMUSG00000025139,ENSMUSG00000025199,ENSMUSG00000025779,ENSMUSG00000026029,ENSMUSG00000027164,ENSMUSG00000027665,ENSMUSG00000027995,ENSMUSG00000029304,ENSMUSG00000031392,ENSMUSG00000031834,ENSMUSG00000032041,ENSMUSG00000032508,ENSMUSG00000033352,ENSMUSG00000039005,ENSMUSG00000051439	3569
1	TRUE	0.0124	58	1512	20	0.013	0.345	KEGG:00310	keg	135	Lysine degradation	1	ENSMUSG00000003809,ENSMUSG00000006307,ENSMUSG00000006920,ENSMUSG00000013787,ENSMUSG00000015697,ENSMUSG00000020456,ENSMUSG00000021488,ENSMUSG00000021913,ENSMUSG00000023832,ENSMUSG00000025745,ENSMUSG00000027984,ENSMUSG00000029004,ENSMUSG00000029455,ENSMUSG00000032374,ENSMUSG00000034807,ENSMUSG00000037111,ENSMUSG00000038384,ENSMUSG00000045098,ENSMUSG00000053644,ENSMUSG00000056770	3569
1	TRUE	0.000404	110	1512	38	0.025	0.345	KEGG:05145	keg	6	Toxoplasmosis	1	ENSMUSG00000000001,ENSMUSG00000002603,ENSMUSG00000004040,ENSMUSG00000007659,ENSMUSG00000015647,ENSMUSG00000015656,ENSMUSG00000018932,ENSMUSG00000019699,ENSMUSG00000020009,ENSMUSG00000020623,ENSMUSG00000021025,ENSMUSG00000021253,ENSMUSG00000021936,ENSMUSG00000022414,ENSMUSG00000022965,ENSMUSG00000024122,ENSMUSG00000024927,ENSMUSG00000025199,ENSMUSG00000025779,ENSMUSG00000025809,ENSMUSG00000025860,ENSMUSG00000026029,ENSMUSG00000026479,ENSMUSG00000026639,ENSMUSG00000027111,ENSMUSG00000027164,ENSMUSG00000027995,ENSMUSG00000031392,ENSMUSG00000031628,ENSMUSG00000032193,ENSMUSG00000032508,ENSMUSG00000038037,ENSMUSG00000039005,ENSMUSG00000039239,ENSMUSG00000046879,ENSMUSG00000052911,ENSMUSG00000057329,ENSMUSG00000057367	3569
1	TRUE	2.52e-06	77	1512	35	0.023	0.455	KEGG:05220	keg	106	Chronic myeloid leukemia	1	ENSMUSG00000000441,ENSMUSG00000002109,ENSMUSG00000002603,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000007659,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000017776,ENSMUSG00000018983,ENSMUSG00000019699,ENSMUSG00000020184,ENSMUSG00000020919,ENSMUSG00000021025,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022346,ENSMUSG00000022952,ENSMUSG00000024927,ENSMUSG00000025199,ENSMUSG00000026842,ENSMUSG00000027665,ENSMUSG00000030265,ENSMUSG00000031834,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000039239,ENSMUSG00000042626,ENSMUSG00000043733,ENSMUSG00000044303,ENSMUSG00000059923,ENSMUSG00000070348	3569
1	TRUE	0.0263	35	1512	13	0.009	0.371	KEGG:00051	keg	80	Fructose and mannose metabolism	1	ENSMUSG00000000628,ENSMUSG00000017390,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000023456,ENSMUSG00000026773,ENSMUSG00000027227,ENSMUSG00000028307,ENSMUSG00000029162,ENSMUSG00000030695,ENSMUSG00000033065,ENSMUSG00000037012,ENSMUSG00000070284	3569
1	TRUE	0.0358	125	1512	34	0.022	0.272	KEGG:04110	keg	24	Cell cycle	1	ENSMUSG00000000184,ENSMUSG00000002603,ENSMUSG00000006398,ENSMUSG00000006728,ENSMUSG00000015312,ENSMUSG00000016477,ENSMUSG00000018326,ENSMUSG00000018965,ENSMUSG00000018983,ENSMUSG00000020184,ENSMUSG00000020849,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000022285,ENSMUSG00000022346,ENSMUSG00000022400,ENSMUSG00000022812,ENSMUSG00000024563,ENSMUSG00000026761,ENSMUSG00000026842,ENSMUSG00000026965,ENSMUSG00000027379,ENSMUSG00000028551,ENSMUSG00000029003,ENSMUSG00000029176,ENSMUSG00000031016,ENSMUSG00000032402,ENSMUSG00000036309,ENSMUSG00000036390,ENSMUSG00000039239,ENSMUSG00000044303,ENSMUSG00000051391,ENSMUSG00000070348,ENSMUSG00000073802	3569
1	TRUE	0.00172	160	1512	48	0.032	0.3	KEGG:04150	keg	90	mTOR signaling pathway	1	ENSMUSG00000000126,ENSMUSG00000000441,ENSMUSG00000002496,ENSMUSG00000004936,ENSMUSG00000006273,ENSMUSG00000007815,ENSMUSG00000019210,ENSMUSG00000019699,ENSMUSG00000019970,ENSMUSG00000020108,ENSMUSG00000020593,ENSMUSG00000020888,ENSMUSG00000021114,ENSMUSG00000022295,ENSMUSG00000022382,ENSMUSG00000022419,ENSMUSG00000022812,ENSMUSG00000023809,ENSMUSG00000024122,ENSMUSG00000024142,ENSMUSG00000024170,ENSMUSG00000025199,ENSMUSG00000025737,ENSMUSG00000026027,ENSMUSG00000026254,ENSMUSG00000027665,ENSMUSG00000028156,ENSMUSG00000028945,ENSMUSG00000028991,ENSMUSG00000030265,ENSMUSG00000031834,ENSMUSG00000032633,ENSMUSG00000036106,ENSMUSG00000036856,ENSMUSG00000036904,ENSMUSG00000041075,ENSMUSG00000041658,ENSMUSG00000045005,ENSMUSG00000049791,ENSMUSG00000050288,ENSMUSG00000050310,ENSMUSG00000050965,ENSMUSG00000055980,ENSMUSG00000059923,ENSMUSG00000069631,ENSMUSG00000070934,ENSMUSG00000079614,ENSMUSG00000081683	3569
1	TRUE	0.000211	146	1512	48	0.032	0.329	KEGG:05161	keg	71	Hepatitis B	1	ENSMUSG00000000441,ENSMUSG00000002109,ENSMUSG00000002147,ENSMUSG00000002603,ENSMUSG00000003184,ENSMUSG00000004040,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000016477,ENSMUSG00000018326,ENSMUSG00000018983,ENSMUSG00000019699,ENSMUSG00000020115,ENSMUSG00000020919,ENSMUSG00000021025,ENSMUSG00000021250,ENSMUSG00000021253,ENSMUSG00000021936,ENSMUSG00000022285,ENSMUSG00000022346,ENSMUSG00000024927,ENSMUSG00000025199,ENSMUSG00000025958,ENSMUSG00000026029,ENSMUSG00000027646,ENSMUSG00000027665,ENSMUSG00000027995,ENSMUSG00000030265,ENSMUSG00000031628,ENSMUSG00000031834,ENSMUSG00000032041,ENSMUSG00000032508,ENSMUSG00000033352,ENSMUSG00000033730,ENSMUSG00000037523,ENSMUSG00000037868,ENSMUSG00000038648,ENSMUSG00000039005,ENSMUSG00000039239,ENSMUSG00000040033,ENSMUSG00000040296,ENSMUSG00000042406,ENSMUSG00000050965,ENSMUSG00000053007,ENSMUSG00000057329,ENSMUSG00000059923,ENSMUSG00000070348	3569
